bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
BV1eWXpBSEuX,author_expand,owner:10948471,2026-04-01T14:10:56.614602+00:00,2026-04-01T14:10:56.614602+00:00,10948471,198,2026-03-26T07:41:11+00:00,14,3028.0,owner:10948471
BV1wW9jBnEAU,author_expand,owner:12680333,2026-04-01T14:11:41.410986+00:00,2026-04-01T14:11:41.410986+00:00,12680333,169,2026-04-01T11:14:21+00:00,110,97.0,owner:12680333
BV1XBX9B6ESj,author_expand,owner:12680333,2026-04-01T14:11:41.410986+00:00,2026-04-01T14:11:41.410986+00:00,12680333,169,2026-03-30T01:00:00+00:00,513,642.0,owner:12680333
BV1wfXQBJEEF,author_expand,owner:12680333,2026-04-01T14:11:41.410986+00:00,2026-04-01T14:11:41.410986+00:00,12680333,169,2026-03-29T10:41:32+00:00,112,369.0,owner:12680333
BV1HMXsBzEBM,author_expand,owner:12680333,2026-04-01T14:11:41.410986+00:00,2026-04-01T14:11:41.410986+00:00,12680333,169,2026-03-27T01:00:00+00:00,320,611.0,owner:12680333
BV163XsBiEuy,author_expand,owner:12680333,2026-04-01T14:11:41.410986+00:00,2026-04-01T14:11:41.410986+00:00,12680333,169,2026-03-26T12:47:27+00:00,242,508.0,owner:12680333
BV1tsXEBYEb7,author_expand,owner:12680333,2026-04-01T14:11:41.410986+00:00,2026-04-01T14:11:41.410986+00:00,12680333,169,2026-03-25T16:40:35+00:00,1191,402.0,owner:12680333
BV15Y95BvE3X,author_expand,owner:13617944,2026-04-01T14:11:44.082365+00:00,2026-04-01T14:11:44.082365+00:00,13617944,137,2026-04-01T06:07:46+00:00,2385,990.0,owner:13617944
BV1FNXCBWEm2,author_expand,owner:13617944,2026-04-01T14:11:44.082365+00:00,2026-04-01T14:11:44.082365+00:00,13617944,137,2026-03-31T15:57:39+00:00,4593,1440.0,owner:13617944
BV1PiXTB4Ep9,author_expand,owner:29296192,2026-04-01T14:11:46.272391+00:00,2026-04-01T14:11:46.272391+00:00,29296192,182,2026-03-28T09:10:00+00:00,1258,425020.0,owner:29296192
BV1TRQmBkEHP,author_expand,owner:29296192,2026-04-01T14:11:46.272391+00:00,2026-04-01T14:11:46.272391+00:00,29296192,182,2026-03-25T09:20:00+00:00,1184,451392.0,owner:29296192
BV1fT9LB3E5Q,author_expand,owner:387439634,2026-04-01T14:11:58.736116+00:00,2026-04-01T14:11:58.736116+00:00,387439634,207,2026-04-01T04:54:43+00:00,937,889.0,owner:387439634
BV1GpXaBGEcv,author_expand,owner:387439634,2026-04-01T14:11:58.736116+00:00,2026-04-01T14:11:58.736116+00:00,387439634,207,2026-03-30T04:51:11+00:00,970,2953.0,owner:387439634
BV1TzXmB2E4j,author_expand,owner:387439634,2026-04-01T14:11:58.736116+00:00,2026-04-01T14:11:58.736116+00:00,387439634,207,2026-03-29T05:57:09+00:00,1097,1926.0,owner:387439634
BV1JhXGBNEZi,author_expand,owner:387439634,2026-04-01T14:11:58.736116+00:00,2026-04-01T14:11:58.736116+00:00,387439634,207,2026-03-28T05:34:03+00:00,1069,2944.0,owner:387439634
BV1LPXNB6Ey8,author_expand,owner:387439634,2026-04-01T14:11:58.736116+00:00,2026-04-01T14:11:58.736116+00:00,387439634,207,2026-03-27T04:21:45+00:00,1000,2224.0,owner:387439634
BV1KeXnBKEMR,author_expand,owner:387439634,2026-04-01T14:11:58.736116+00:00,2026-04-01T14:11:58.736116+00:00,387439634,207,2026-03-26T04:56:12+00:00,1079,3371.0,owner:387439634
BV1cEQ1BbERf,author_expand,owner:387439634,2026-04-01T14:11:58.736116+00:00,2026-04-01T14:11:58.736116+00:00,387439634,207,2026-03-25T04:47:35+00:00,692,3404.0,owner:387439634
BV198X4BwE6R,author_expand,owner:501554611,2026-04-01T14:12:43.204341+00:00,2026-04-01T14:12:43.204341+00:00,501554611,130,2026-03-28T10:00:00+00:00,20,5950.0,owner:501554611
BV1YhX4BhE5V,author_expand,owner:501554611,2026-04-01T14:12:43.204341+00:00,2026-04-01T14:12:43.204341+00:00,501554611,130,2026-03-27T10:00:00+00:00,19,5898.0,owner:501554611
