board_rid,board_name,board_rank,bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
,,,BV1REXCBCEHB,hot,hot:pn=1:ps=20,2026-04-07T11:50:48.497530+00:00,2026-04-07T11:50:48.497530+00:00,30222764,22,2026-04-01T03:00:00+00:00,114,8630304.0,hot:pn=1:ps=20
,,,BV1Df9FBnE1u,hot,hot:pn=1:ps=20,2026-04-07T11:50:48.497530+00:00,2026-04-07T11:50:48.497530+00:00,2057895471,138,2026-04-03T11:30:00+00:00,280,6458665.0,hot:pn=1:ps=20
,,,BV1b7D3BMEv4,hot,hot:pn=1:ps=20,2026-04-07T11:50:48.497530+00:00,2026-04-07T11:50:48.497530+00:00,13647660,199,2026-04-06T09:30:00+00:00,403,397869.0,hot:pn=1:ps=20
,,,BV1PGDNB7EnN,hot,hot:pn=1:ps=20,2026-04-07T11:50:48.497530+00:00,2026-04-07T11:50:48.497530+00:00,3537111164652446,17,2026-04-04T00:28:35+00:00,630,3878645.0,hot:pn=1:ps=20
,,,BV1FD9MBfEn5,hot,hot:pn=1:ps=20,2026-04-07T11:50:48.497530+00:00,2026-04-07T11:50:48.497530+00:00,2930404,208,2026-04-03T10:24:39+00:00,1833,1248274.0,hot:pn=1:ps=20
,,,BV1st9FBkE1T,hot,hot:pn=1:ps=20,2026-04-07T11:50:48.497530+00:00,2026-04-07T11:50:48.497530+00:00,16054375,22,2026-04-02T13:18:20+00:00,96,4312770.0,hot:pn=1:ps=20
,,,BV1kzDKBmEWz,hot,hot:pn=1:ps=20,2026-04-07T11:50:48.497530+00:00,2026-04-07T11:50:48.497530+00:00,3706954885106243,21,2026-04-04T03:30:58+00:00,122,314016.0,hot:pn=1:ps=20
,,,BV1bnDwB5Egn,hot,hot:pn=1:ps=20,2026-04-07T11:50:48.497530+00:00,2026-04-07T11:50:48.497530+00:00,1138195463,27,2026-04-03T22:25:49+00:00,141,6734321.0,hot:pn=1:ps=20
,,,BV1QkDTBeEoR,hot,hot:pn=1:ps=20,2026-04-07T11:50:48.497530+00:00,2026-04-07T11:50:48.497530+00:00,402576555,201,2026-04-04T10:31:59+00:00,455,2465520.0,hot:pn=1:ps=20
,,,BV1iBDaB5Efq,hot,hot:pn=1:ps=20,2026-04-07T11:50:48.497530+00:00,2026-04-07T11:50:48.497530+00:00,672342685,172,2026-04-07T08:30:00+00:00,630,82369.0,hot:pn=1:ps=20
,,,BV1PbXZBNExC,hot,hot:pn=1:ps=20,2026-04-07T11:50:48.497530+00:00,2026-04-07T11:50:48.497530+00:00,3691006534879284,17,2026-04-03T03:00:00+00:00,1675,2104679.0,hot:pn=1:ps=20
,,,BV1oNDPBAEoB,hot,hot:pn=1:ps=20,2026-04-07T11:50:48.497530+00:00,2026-04-07T11:50:48.497530+00:00,363614310,183,2026-04-04T02:44:39+00:00,109,103881.0,hot:pn=1:ps=20
,,,BV1UVSUBrEJb,hot,hot:pn=1:ps=20,2026-04-07T11:50:48.497530+00:00,2026-04-07T11:50:48.497530+00:00,471230821,256,2026-04-05T11:30:00+00:00,169,2096781.0,hot:pn=1:ps=20
,,,BV1nuDgBREJE,hot,hot:pn=1:ps=20,2026-04-07T11:50:48.497530+00:00,2026-04-07T11:50:48.497530+00:00,3546795672079131,137,2026-04-04T12:52:34+00:00,113,2284122.0,hot:pn=1:ps=20
,,,BV1KW9FBLEaD,hot,hot:pn=1:ps=20,2026-04-07T11:50:48.497530+00:00,2026-04-07T11:50:48.497530+00:00,346749212,183,2026-04-02T12:40:55+00:00,277,2786113.0,hot:pn=1:ps=20
,,,BV1sKSSBKEK8,hot,hot:pn=1:ps=20,2026-04-07T11:50:48.497530+00:00,2026-04-07T11:50:48.497530+00:00,396194,30,2026-04-05T13:00:00+00:00,230,381265.0,hot:pn=1:ps=20
,,,BV17T9VBeEcp,hot,hot:pn=1:ps=20,2026-04-07T11:50:48.497530+00:00,2026-04-07T11:50:48.497530+00:00,1497463202,208,2026-04-01T02:05:09+00:00,112,5003334.0,hot:pn=1:ps=20
,,,BV1CjSdBXE22,hot,hot:pn=1:ps=20,2026-04-07T11:50:48.497530+00:00,2026-04-07T11:50:48.497530+00:00,210015,184,2026-04-06T03:42:44+00:00,110,272356.0,hot:pn=1:ps=20
,,,BV184DMBeEbi,hot,hot:pn=1:ps=20,2026-04-07T11:50:48.497530+00:00,2026-04-07T11:50:48.497530+00:00,38709105,243,2026-04-04T11:00:00+00:00,1012,416921.0,hot:pn=1:ps=20
,,,BV1bJ9pBjECF,hot,hot:pn=1:ps=20,2026-04-07T11:50:48.497530+00:00,2026-04-07T11:50:48.497530+00:00,3691005888956644,21,2026-04-04T09:00:00+00:00,668,1283621.0,hot:pn=1:ps=20
