board_rid,board_name,board_rank,bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
0,全站,1,BV1eRXrB3EQ7,rankboard,rankboard:rid=0:rank=1,2026-04-02T15:38:02.988617+00:00,,1340190821,172,2026-04-01T04:00:00+00:00,171,3590085.0,"rankboard:rid=0:rank=1,https://www.bilibili.com/v/popular/rank/all"
0,全站,2,BV1REXCBCEHB,rankboard,rankboard:rid=0:rank=2,2026-04-02T15:38:02.988617+00:00,,30222764,22,2026-04-01T03:00:00+00:00,114,4664144.0,"rankboard:rid=0:rank=2,https://www.bilibili.com/v/popular/rank/all"
0,全站,3,BV1dyXqBaEE5,rankboard,rankboard:rid=0:rank=3,2026-04-02T15:38:02.988617+00:00,,508103429,242,2026-04-01T10:00:00+00:00,66,3120110.0,"rankboard:rid=0:rank=3,https://www.bilibili.com/v/popular/rank/all"
0,全站,4,BV1nLXBB3Ew6,rankboard,rankboard:rid=0:rank=4,2026-04-02T15:38:02.988617+00:00,,652239032,17,2026-03-31T03:03:10+00:00,74,4167849.0,"rankboard:rid=0:rank=4,https://www.bilibili.com/v/popular/rank/all"
0,全站,5,BV1CNXeBaEe8,rankboard,rankboard:rid=0:rank=5,2026-04-02T15:38:02.988617+00:00,,3546726841452974,21,2026-03-30T10:19:59+00:00,1095,2624634.0,"rankboard:rid=0:rank=5,https://www.bilibili.com/v/popular/rank/all"
0,全站,6,BV1qaXhBjE5d,rankboard,rankboard:rid=0:rank=6,2026-04-02T15:38:02.988617+00:00,,37607457,161,2026-03-30T10:00:00+00:00,675,3401220.0,"rankboard:rid=0:rank=6,https://www.bilibili.com/v/popular/rank/all"
0,全站,7,BV1Pa9VB7E98,rankboard,rankboard:rid=0:rank=7,2026-04-02T15:38:02.988617+00:00,,3493260618106936,138,2026-04-01T04:00:00+00:00,107,4303837.0,"rankboard:rid=0:rank=7,https://www.bilibili.com/v/popular/rank/all"
0,全站,8,BV17T9VBeEcp,rankboard,rankboard:rid=0:rank=8,2026-04-02T15:38:02.988617+00:00,,1497463202,208,2026-04-01T02:05:09+00:00,112,2503939.0,"rankboard:rid=0:rank=8,https://www.bilibili.com/v/popular/rank/all"
0,全站,9,BV15ZXaBEEuy,rankboard,rankboard:rid=0:rank=9,2026-04-02T15:38:02.988617+00:00,,430426421,228,2026-03-31T03:50:00+00:00,1199,3115829.0,"rankboard:rid=0:rank=9,https://www.bilibili.com/v/popular/rank/all"
0,全站,10,BV1fjezzCEpT,rankboard,rankboard:rid=0:rank=10,2026-04-02T15:38:02.988617+00:00,,3537123806283889,47,2026-04-02T07:42:40+00:00,4734,2503400.0,"rankboard:rid=0:rank=10,https://www.bilibili.com/v/popular/rank/all"
0,全站,11,BV1Wv9VBLE7m,rankboard,rankboard:rid=0:rank=11,2026-04-02T15:38:02.988617+00:00,,20457232,241,2026-04-01T01:08:11+00:00,742,4426091.0,"rankboard:rid=0:rank=11,https://www.bilibili.com/v/popular/rank/all"
0,全站,12,BV1CR9WB3EFH,rankboard,rankboard:rid=0:rank=12,2026-04-02T15:38:02.988617+00:00,,161775300,172,2026-04-02T03:02:32+00:00,342,2065464.0,"rankboard:rid=0:rank=12,https://www.bilibili.com/v/popular/rank/all"
0,全站,13,BV1Pq9LBQEn9,rankboard,rankboard:rid=0:rank=13,2026-04-02T15:38:02.988617+00:00,,1029160345,162,2026-04-01T04:34:34+00:00,913,2097093.0,"rankboard:rid=0:rank=13,https://www.bilibili.com/v/popular/rank/all"
0,全站,14,BV14gXkBcEqo,rankboard,rankboard:rid=0:rank=14,2026-04-02T15:38:02.988617+00:00,,1131457022,21,2026-03-31T08:10:55+00:00,13,5241777.0,"rankboard:rid=0:rank=14,https://www.bilibili.com/v/popular/rank/all"
0,全站,15,BV1NiXaBYE8E,rankboard,rankboard:rid=0:rank=15,2026-04-02T15:38:02.988617+00:00,,291222529,21,2026-03-30T05:38:54+00:00,44,3739720.0,"rankboard:rid=0:rank=15,https://www.bilibili.com/v/popular/rank/all"
0,全站,16,BV1RYXQBKEEd,rankboard,rankboard:rid=0:rank=16,2026-04-02T15:38:02.988617+00:00,,777536,182,2026-03-29T12:13:19+00:00,342,10079194.0,"rankboard:rid=0:rank=16,https://www.bilibili.com/v/popular/rank/all"
0,全站,17,BV1PdXQBHEv9,rankboard,rankboard:rid=0:rank=17,2026-04-02T15:38:02.988617+00:00,,15377173,24,2026-03-29T11:21:04+00:00,131,3704921.0,"rankboard:rid=0:rank=17,https://www.bilibili.com/v/popular/rank/all"
