board_rid,board_name,board_rank,bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
0,全站,1,BV1RYXQBKEEd,rankboard,rankboard:rid=0:rank=1,2026-04-01T11:56:32.452870+00:00,,777536,182,2026-03-29T12:13:19+00:00,342,8959256.0,"rankboard:rid=0:rank=1,https://www.bilibili.com/v/popular/rank/all"
0,全站,2,BV1eRXrB3EQ7,rankboard,rankboard:rid=0:rank=2,2026-04-01T11:56:32.452870+00:00,,1340190821,172,2026-04-01T04:00:00+00:00,171,2263743.0,"rankboard:rid=0:rank=2,https://www.bilibili.com/v/popular/rank/all"
0,全站,3,BV1nLXBB3Ew6,rankboard,rankboard:rid=0:rank=3,2026-04-01T11:56:32.452870+00:00,,652239032,17,2026-03-31T03:03:10+00:00,74,3861147.0,"rankboard:rid=0:rank=3,https://www.bilibili.com/v/popular/rank/all"
0,全站,4,BV1yyXmBGEeo,rankboard,rankboard:rid=0:rank=4,2026-04-01T11:56:32.452870+00:00,,701734634,221,2026-03-29T10:00:00+00:00,276,4196464.0,"rankboard:rid=0:rank=4,https://www.bilibili.com/v/popular/rank/all"
0,全站,5,BV1qaXhBjE5d,rankboard,rankboard:rid=0:rank=5,2026-04-01T11:56:32.452870+00:00,,37607457,161,2026-03-30T10:00:00+00:00,675,2630302.0,"rankboard:rid=0:rank=5,https://www.bilibili.com/v/popular/rank/all"
0,全站,6,BV1CNXeBaEe8,rankboard,rankboard:rid=0:rank=6,2026-04-01T11:56:32.452870+00:00,,3546726841452974,21,2026-03-30T10:19:59+00:00,1095,2103275.0,"rankboard:rid=0:rank=6,https://www.bilibili.com/v/popular/rank/all"
0,全站,7,BV1PdXQBHEv9,rankboard,rankboard:rid=0:rank=7,2026-04-01T11:56:32.452870+00:00,,15377173,24,2026-03-29T11:21:04+00:00,131,2324216.0,"rankboard:rid=0:rank=7,https://www.bilibili.com/v/popular/rank/all"
0,全站,8,BV1JEAwzfEsj,rankboard,rankboard:rid=0:rank=8,2026-04-01T11:56:32.452870+00:00,,3546757206116480,172,2026-03-30T02:00:00+00:00,326,3496134.0,"rankboard:rid=0:rank=8,https://www.bilibili.com/v/popular/rank/all"
0,全站,9,BV1RvX9BkErm,rankboard,rankboard:rid=0:rank=9,2026-04-01T11:56:32.452870+00:00,,18026414,171,2026-03-29T15:37:26+00:00,184,2150293.0,"rankboard:rid=0:rank=9,https://www.bilibili.com/v/popular/rank/all"
0,全站,10,BV1NiXaBYE8E,rankboard,rankboard:rid=0:rank=10,2026-04-01T11:56:32.452870+00:00,,291222529,21,2026-03-30T05:38:54+00:00,44,3147981.0,"rankboard:rid=0:rank=10,https://www.bilibili.com/v/popular/rank/all"
0,全站,11,BV15ZXaBEEuy,rankboard,rankboard:rid=0:rank=11,2026-04-01T11:56:32.452870+00:00,,430426421,228,2026-03-31T03:50:00+00:00,1199,2484665.0,"rankboard:rid=0:rank=11,https://www.bilibili.com/v/popular/rank/all"
