board_rid,board_name,board_rank,bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
,,,BV1MBXPBtEbk,hot,hot:pn=1:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,113362335,138,2026-03-27T17:05:00,540,5781968.0,hot:pn=1:ps=20
,,,BV1RYXQBKEEd,hot,hot:pn=1:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,777536,182,2026-03-29T20:13:19,342,6047501.0,hot:pn=1:ps=20
,,,BV1F2XaBdEV2,hot,hot:pn=1:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,3546781006694901,242,2026-03-30T20:46:00,176,227414.0,hot:pn=1:ps=20
,,,BV1JMXaBQEQF,hot,hot:pn=1:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,430362460,216,2026-03-30T14:33:29,160,325603.0,hot:pn=1:ps=20
,,,BV1PdXQBHEv9,hot,hot:pn=1:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,15377173,24,2026-03-29T19:21:04,131,443918.0,hot:pn=1:ps=20
,,,BV1SZXNBYEdh,hot,hot:pn=1:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,1487316826,138,2026-03-27T19:17:24,279,7264138.0,hot:pn=1:ps=20
,,,BV1wZXKBpEv9,hot,hot:pn=1:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,1140672573,228,2026-03-28T09:00:00,1759,3562601.0,hot:pn=1:ps=20
,,,BV1daQ1BUEm2,hot,hot:pn=1:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,352117879,30,2026-03-25T13:10:06,224,4894584.0,hot:pn=1:ps=20
,,,BV1STXhBYE3M,hot,hot:pn=1:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,435931665,228,2026-03-30T17:52:49,1724,453058.0,hot:pn=1:ps=20
,,,BV1qaXhBjE5d,hot,hot:pn=1:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,37607457,161,2026-03-30T18:00:00,675,237065.0,hot:pn=1:ps=20
,,,BV1aTXGBDE6j,hot,hot:pn=1:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,348989367,182,2026-03-30T12:00:00,947,591561.0,hot:pn=1:ps=20
,,,BV1TBXpB3EYy,hot,hot:pn=1:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,3690974723181063,162,2026-03-26T17:13:00,172,490567.0,hot:pn=1:ps=20
,,,BV1yyXmBGEeo,hot,hot:pn=1:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,701734634,221,2026-03-29T18:00:00,276,2160113.0,hot:pn=1:ps=20
,,,BV155XaBmEZ1,hot,hot:pn=1:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,1607984338,208,2026-03-30T13:10:26,128,363097.0,hot:pn=1:ps=20
,,,BV1VdXDBaEMg,hot,hot:pn=1:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,5024187,27,2026-03-30T11:30:00,1273,751373.0,hot:pn=1:ps=20
,,,BV1bXXYB6E79,hot,hot:pn=1:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,3957971,213,2026-03-30T18:00:55,789,279534.0,hot:pn=1:ps=20
,,,BV1L7XaB1E8K,hot,hot:pn=1:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,649661652,215,2026-03-30T17:00:00,327,948679.0,hot:pn=1:ps=20
,,,BV1jkXUBYE7V,hot,hot:pn=1:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,14020428,198,2026-03-29T09:37:39,105,1987939.0,hot:pn=1:ps=20
,,,BV1SnXDBxEe8,hot,hot:pn=1:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,373388923,85,2026-03-30T17:05:00,272,636696.0,hot:pn=1:ps=20
,,,BV1GYXKBzEvM,hot,hot:pn=1:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,337294714,176,2026-03-28T17:30:00,413,1105118.0,hot:pn=1:ps=20
,,,BV1syXoBPE8g,hot,hot:pn=2:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,438256074,216,2026-03-30T10:09:11,158,442556.0,hot:pn=2:ps=20
,,,BV1xZXYBTEb2,hot,hot:pn=2:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,18202105,76,2026-03-30T17:52:29,357,683351.0,hot:pn=2:ps=20
,,,BV1nxXhBHE4e,hot,hot:pn=2:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,27218150,182,2026-03-30T15:27:57,407,581340.0,hot:pn=2:ps=20
,,,BV1DcXbBfEM1,hot,hot:pn=2:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,486633990,228,2026-03-28T10:00:00,724,3083798.0,hot:pn=2:ps=20
,,,BV1pBXXBQEZU,hot,hot:pn=2:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,1976558860,241,2026-03-30T03:27:16,481,1135877.0,hot:pn=2:ps=20
,,,BV1ymXVBGEEZ,hot,hot:pn=2:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,276807281,86,2026-03-28T18:44:24,22,1293294.0,hot:pn=2:ps=20
,,,BV1CNXeBaEe8,hot,hot:pn=2:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,3546726841452974,21,2026-03-30T18:19:59,1095,107998.0,hot:pn=2:ps=20
,,,BV17MXXBVEu4,hot,hot:pn=2:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,408672114,182,2026-03-29T19:54:10,962,1381245.0,hot:pn=2:ps=20
,,,BV1r5XSBrEJd,hot,hot:pn=2:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,3632316312193405,21,2026-03-29T18:23:24,597,539247.0,hot:pn=2:ps=20
,,,BV1KSXQBxEkY,hot,hot:pn=2:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,1117551831,228,2026-03-30T10:00:00,1338,298388.0,hot:pn=2:ps=20
,,,BV1YMXUBdEat,hot,hot:pn=2:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,492348,252,2026-03-29T12:35:03,28,869504.0,hot:pn=2:ps=20
,,,BV1JMXaBQE8W,hot,hot:pn=2:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,8680974,215,2026-03-30T17:30:00,573,314405.0,hot:pn=2:ps=20
,,,BV1jLXeBREW9,hot,hot:pn=2:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,1155574439,138,2026-03-30T18:03:01,208,625831.0,hot:pn=2:ps=20
,,,BV1ZQXaBpEvf,hot,hot:pn=2:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,1210621649,227,2026-03-30T21:44:58,430,106068.0,hot:pn=2:ps=20
,,,BV171XjB3E1d,hot,hot:pn=2:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,296465852,130,2026-03-28T20:43:30,217,470729.0,hot:pn=2:ps=20
,,,BV1WdXQBHEjF,hot,hot:pn=2:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,1022998732,65,2026-03-29T19:07:22,198,369968.0,hot:pn=2:ps=20
,,,BV1fSXaBXEyo,hot,hot:pn=2:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,598464467,247,2026-03-30T20:57:46,665,218512.0,hot:pn=2:ps=20
,,,BV12kXmBCEey,hot,hot:pn=2:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,423517587,243,2026-03-30T08:00:00,3129,1154101.0,hot:pn=2:ps=20
,,,BV1BKXXBCE5y,hot,hot:pn=2:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,346563107,124,2026-03-29T19:27:14,584,1241143.0,hot:pn=2:ps=20
,,,BV1q6XvB4E6v,hot,hot:pn=2:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,293187959,47,2026-03-30T22:09:03,192,312360.0,hot:pn=2:ps=20
,,,BV1McXKBaEBn,hot,hot:pn=3:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,686885302,21,2026-03-27T18:49:23,179,3145799.0,hot:pn=3:ps=20
,,,BV1MKXhBNEvr,hot,hot:pn=3:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,94281836,182,2026-03-30T18:28:20,1183,370210.0,hot:pn=3:ps=20
,,,BV1dYXQBKEv2,hot,hot:pn=3:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,15472350,241,2026-03-29T20:11:28,430,1887455.0,hot:pn=3:ps=20
,,,BV1PoXQBDEP5,hot,hot:pn=3:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,3546982484281378,21,2026-03-29T19:08:01,250,411200.0,hot:pn=3:ps=20
,,,BV1j9XRBJEDM,hot,hot:pn=3:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,6092812,241,2026-03-30T10:00:00,602,467953.0,hot:pn=3:ps=20
,,,BV1dYQmBdEdc,hot,hot:pn=3:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,3546814397549413,215,2026-03-25T16:44:26,222,4593670.0,hot:pn=3:ps=20
,,,BV1PJQSB5EUN,hot,hot:pn=3:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,346749212,183,2026-03-25T20:52:07,243,2269441.0,hot:pn=3:ps=20
,,,BV1xZXGB2ESn,hot,hot:pn=3:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,1202350411,212,2026-03-28T11:51:55,1647,1495448.0,hot:pn=3:ps=20
,,,BV1diXdBSEBQ,hot,hot:pn=3:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,1725877707,65,2026-03-30T12:07:57,31,268195.0,hot:pn=3:ps=20
,,,BV174XQB3EHT,hot,hot:pn=3:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,472102908,76,2026-03-29T21:47:41,138,885268.0,hot:pn=3:ps=20
,,,BV1NAXoBAE8q,hot,hot:pn=3:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,3493085782739496,193,2026-03-30T17:00:00,176,297285.0,hot:pn=3:ps=20
,,,BV1fYQSBeE8f,hot,hot:pn=3:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,385976970,20,2026-03-25T19:56:54,81,8621055.0,hot:pn=3:ps=20
,,,BV15yXGBxE9U,hot,hot:pn=3:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,480670664,250,2026-03-28T18:00:00,4085,1722133.0,hot:pn=3:ps=20
,,,BV15aXSBFEhn,hot,hot:pn=3:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,1405515989,253,2026-03-29T19:36:00,836,766526.0,hot:pn=3:ps=20
,,,BV1PyQzB7ER5,hot,hot:pn=3:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,946974,228,2026-03-24T17:00:00,786,7039595.0,hot:pn=3:ps=20
,,,BV1SJXUBEEWz,hot,hot:pn=3:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,3537121008683451,171,2026-03-29T10:41:18,210,971243.0,hot:pn=3:ps=20
,,,BV1TWX5BUEgS,hot,hot:pn=3:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,23791195,201,2026-03-28T18:11:09,348,1607171.0,hot:pn=3:ps=20
,,,BV1jyX5BPE4v,hot,hot:pn=3:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,515993,26,2026-03-28T20:00:00,81,3746460.0,hot:pn=3:ps=20
,,,BV15bXSBwEyM,hot,hot:pn=3:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,13304631,183,2026-03-29T16:58:49,159,366732.0,hot:pn=3:ps=20
,,,BV1j2XDBBEQ4,hot,hot:pn=3:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,49911040,240,2026-03-29T22:02:59,84,1086888.0,hot:pn=3:ps=20
,,,BV1TFXVBLEe3,hot,hot:pn=4:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,2138746869,22,2026-03-28T12:07:47,58,4815205.0,hot:pn=4:ps=20
,,,BV1ezXhBkEL8,hot,hot:pn=4:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,23604445,17,2026-03-30T18:00:00,525,321592.0,hot:pn=4:ps=20
,,,BV1rJXhBsEDA,hot,hot:pn=4:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,495979927,21,2026-03-30T16:52:03,402,183261.0,hot:pn=4:ps=20
,,,BV1WzXRBfEGs,hot,hot:pn=4:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,3546863961639203,182,2026-03-30T11:00:00,540,397021.0,hot:pn=4:ps=20
,,,BV1y3XKB9ES2,hot,hot:pn=4:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,16135497,21,2026-03-27T19:26:48,528,5694165.0,hot:pn=4:ps=20
,,,BV1xpX5BEEE7,hot,hot:pn=4:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,730732,253,2026-03-28T18:12:13,882,2599078.0,hot:pn=4:ps=20
,,,BV1EJXsBwENK,hot,hot:pn=4:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,3493116134820283,85,2026-03-26T19:15:53,175,2761442.0,hot:pn=4:ps=20
,,,BV1V8XSBhE82,hot,hot:pn=4:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,702785808,76,2026-03-29T16:45:13,332,657948.0,hot:pn=4:ps=20
,,,BV1VTXZBEE8Y,hot,hot:pn=4:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,417298480,76,2026-03-30T08:54:24,177,498379.0,hot:pn=4:ps=20
,,,BV1C1XoBYEK7,hot,hot:pn=4:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,486339346,243,2026-03-30T10:06:07,626,343414.0,hot:pn=4:ps=20
,,,BV1TyXKBwEUH,hot,hot:pn=4:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,145750219,182,2026-03-27T16:52:00,282,2342005.0,hot:pn=4:ps=20
,,,BV1NsXxB2Ewh,hot,hot:pn=4:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,25669124,130,2026-03-27T02:23:41,224,1564183.0,hot:pn=4:ps=20
,,,BV1QYXmBSEE8,hot,hot:pn=4:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,524704055,214,2026-03-29T13:04:40,397,1592812.0,hot:pn=4:ps=20
,,,BV1W3XSBCEXc,hot,hot:pn=4:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,85846467,247,2026-03-30T10:30:00,1375,431764.0,hot:pn=4:ps=20
,,,BV1JvX5BgE1g,hot,hot:pn=4:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,12341115,17,2026-03-28T16:30:42,271,2008122.0,hot:pn=4:ps=20
,,,BV1WYXDB7EEJ,hot,hot:pn=4:ps=20,2026-03-31T02:22:22.643001,2026-03-31T02:22:22.643001,3493274731940507,65,2026-03-29T14:44:36,263,360444.0,hot:pn=4:ps=20
