board_rid,board_name,board_rank,bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
,,,BV1UeX1B3EW1,hot,hot:pn=1:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,1265652806,172,2026-03-29T11:00:00,121,368942.0,hot:pn=1:ps=20
,,,BV1oWXLBiEXE,hot,hot:pn=1:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,1088202950,242,2026-03-28T23:18:49,148,44958.0,hot:pn=1:ps=20
,,,BV1MBXPBtEbk,hot,hot:pn=1:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,113362335,138,2026-03-27T17:05:00,540,4117937.0,hot:pn=1:ps=20
,,,BV1zSXuBsEMy,hot,hot:pn=1:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,296465852,130,2026-03-28T08:20:00,279,455658.0,hot:pn=1:ps=20
,,,BV1EBX5BMEu5,hot,hot:pn=1:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,3546781006694901,242,2026-03-28T18:07:27,527,610228.0,hot:pn=1:ps=20
,,,BV1EtXMBDEQ8,hot,hot:pn=1:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,826783,21,2026-03-27T21:15:41,3353,600396.0,hot:pn=1:ps=20
,,,BV1daQ1BUEm2,hot,hot:pn=1:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,352117879,30,2026-03-25T13:10:06,224,4247083.0,hot:pn=1:ps=20
,,,BV1VrXyBmEAq,hot,hot:pn=1:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,5972217,47,2026-03-29T11:15:00,93,59968.0,hot:pn=1:ps=20
,,,BV1iNQkB6EYZ,hot,hot:pn=1:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,403324095,193,2026-03-25T03:13:57,191,459435.0,hot:pn=1:ps=20
,,,BV1urXKBPE23,hot,hot:pn=1:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,50660116,76,2026-03-27T18:30:23,429,637628.0,hot:pn=1:ps=20
,,,BV1fYQSBeE8f,hot,hot:pn=1:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,385976970,20,2026-03-25T19:56:54,81,7571441.0,hot:pn=1:ps=20
,,,BV11rXVBjE9j,hot,hot:pn=1:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,3706949795317815,21,2026-03-28T19:00:19,67,294838.0,hot:pn=1:ps=20
,,,BV14JXWBGE1B,hot,hot:pn=1:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,171641064,30,2026-03-28T16:30:00,169,78034.0,hot:pn=1:ps=20
,,,BV1aoXNBPE8E,hot,hot:pn=1:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,3493090000111868,47,2026-03-27T19:19:57,143,2020977.0,hot:pn=1:ps=20
,,,BV1nVXLB5Eis,hot,hot:pn=1:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,3706949052926935,250,2026-03-28T18:30:00,593,97154.0,hot:pn=1:ps=20
,,,BV1MzXVBUEKu,hot,hot:pn=1:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,392384666,17,2026-03-29T11:00:00,792,30192.0,hot:pn=1:ps=20
,,,BV19SXxBbEXJ,hot,hot:pn=1:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,403097853,17,2026-03-27T17:00:00,234,690318.0,hot:pn=1:ps=20
,,,BV1bnXUBmEnx,hot,hot:pn=1:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,472747194,207,2026-03-29T10:52:21,1282,77159.0,hot:pn=1:ps=20
,,,BV1eXXjBiErQ,hot,hot:pn=1:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,246755,27,2026-03-28T20:36:02,280,398474.0,hot:pn=1:ps=20
,,,BV1LeXgBsEQw,hot,hot:pn=1:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,130130236,27,2026-03-28T12:00:00,90,63159.0,hot:pn=1:ps=20
,,,BV1SaXVBpEYe,hot,hot:pn=2:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,30502823,24,2026-03-28T11:43:57,37,1059481.0,hot:pn=2:ps=20
,,,BV1b6X4BsEBR,hot,hot:pn=2:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,3706924306532850,21,2026-03-26T22:56:40,17,310393.0,hot:pn=2:ps=20
,,,BV1YgX5B4EPg,hot,hot:pn=2:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,3706954174171499,21,2026-03-28T17:40:36,16,274558.0,hot:pn=2:ps=20
,,,BV1w7XKBDELz,hot,hot:pn=2:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,18262853,27,2026-03-27T18:03:48,15,1170401.0,hot:pn=2:ps=20
,,,BV15aXKBgEQG,hot,hot:pn=2:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,30222764,22,2026-03-27T19:00:00,186,1399682.0,hot:pn=2:ps=20
,,,BV11iXuBPEZV,hot,hot:pn=2:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,1138885881,31,2026-03-28T08:00:00,22,518909.0,hot:pn=2:ps=20
,,,BV1x4XjBWEWW,hot,hot:pn=2:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,90361813,138,2026-03-29T11:30:00,173,40713.0,hot:pn=2:ps=20
,,,BV17PXNB6EpL,hot,hot:pn=2:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,481477456,31,2026-03-28T18:30:00,26,292545.0,hot:pn=2:ps=20
,,,BV1kYXNBSEEt,hot,hot:pn=2:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,1978885142,86,2026-03-27T20:21:47,30,3108336.0,hot:pn=2:ps=20
,,,BV1yaXNBnETV,hot,hot:pn=2:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,3546389829126687,219,2026-03-27T20:27:59,11,593475.0,hot:pn=2:ps=20
,,,BV1hKXgBCEyK,hot,hot:pn=2:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,323051869,25,2026-03-28T09:13:00,30,327601.0,hot:pn=2:ps=20
,,,BV1EpXKBjEu9,hot,hot:pn=2:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,66445302,162,2026-03-27T18:06:06,22,1077778.0,hot:pn=2:ps=20
,,,BV1EJXsBwENK,hot,hot:pn=2:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,3493116134820283,85,2026-03-26T19:15:53,175,2286587.0,hot:pn=2:ps=20
,,,BV1oAXNBgEVW,hot,hot:pn=2:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,3493265644980448,172,2026-03-28T19:00:00,140,233514.0,hot:pn=2:ps=20
,,,BV1jyX5BPE4v,hot,hot:pn=2:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,515993,26,2026-03-28T20:00:00,81,715401.0,hot:pn=2:ps=20
,,,BV1zkXTBHEir,hot,hot:pn=2:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,13788913,130,2026-03-28T07:15:00,255,181153.0,hot:pn=2:ps=20
,,,BV1CGX4BCE7q,hot,hot:pn=2:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,1081369555,216,2026-03-27T07:34:18,39,3007119.0,hot:pn=2:ps=20
,,,BV1kJQ1BZEp3,hot,hot:pn=2:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,15897890,59,2026-03-27T20:00:00,72,430070.0,hot:pn=2:ps=20
,,,BV1PAX3BvEAe,hot,hot:pn=2:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,1996990273,65,2026-03-28T09:31:31,12,849371.0,hot:pn=2:ps=20
,,,BV1VcQSB4E8i,hot,hot:pn=2:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,8393023,20,2026-03-25T20:35:10,148,2310811.0,hot:pn=2:ps=20
,,,BV17qXGBcEPZ,hot,hot:pn=3:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,1508100119,21,2026-03-28T13:10:47,23,916178.0,hot:pn=3:ps=20
,,,BV1otQCBCEKR,hot,hot:pn=3:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,3493116671690868,21,2026-03-25T09:51:00,540,4117840.0,hot:pn=3:ps=20
,,,BV15mX5BAEeX,hot,hot:pn=3:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,321422126,138,2026-03-28T17:03:52,103,1265742.0,hot:pn=3:ps=20
,,,BV1SZXNBYEdh,hot,hot:pn=3:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,1487316826,138,2026-03-27T19:17:24,279,4867618.0,hot:pn=3:ps=20
,,,BV1SVXGB2EWg,hot,hot:pn=3:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,654552,47,2026-03-29T10:00:00,635,73953.0,hot:pn=3:ps=20
,,,BV1xeQ2BTE6Y,hot,hot:pn=3:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,482066866,47,2026-03-25T18:19:47,128,925993.0,hot:pn=3:ps=20
,,,BV1iqXgBpEGs,hot,hot:pn=3:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,19146150,24,2026-03-28T12:30:00,303,653086.0,hot:pn=3:ps=20
,,,BV1FYXWBYEQN,hot,hot:pn=3:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,401480763,31,2026-03-28T18:00:00,312,139219.0,hot:pn=3:ps=20
,,,BV1ymXVBGEEZ,hot,hot:pn=3:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,276807281,86,2026-03-28T18:44:24,22,272132.0,hot:pn=3:ps=20
,,,BV1jxXKB5EHa,hot,hot:pn=3:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,34262915,130,2026-03-27T18:00:00,258,243940.0,hot:pn=3:ps=20
,,,BV1gkXMB3Efd,hot,hot:pn=3:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,548824,22,2026-03-27T21:58:42,87,2448112.0,hot:pn=3:ps=20
,,,BV1TXXgBGEtU,hot,hot:pn=3:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,1779740,218,2026-03-28T08:51:26,44,614301.0,hot:pn=3:ps=20
,,,BV13QAgzuEhX,hot,hot:pn=3:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,56547276,243,2026-03-22T17:25:00,765,2374104.0,hot:pn=3:ps=20
,,,BV1hwXMBBEkb,hot,hot:pn=3:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,1402233397,30,2026-03-27T22:16:32,162,110661.0,hot:pn=3:ps=20
,,,BV1ThQdBcEF3,hot,hot:pn=3:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,3690978886027264,17,2026-03-23T13:49:31,112,626581.0,hot:pn=3:ps=20
,,,BV1KfXWB1E1S,hot,hot:pn=3:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,229438849,124,2026-03-26T20:09:08,365,318003.0,hot:pn=3:ps=20
,,,BV1MuQmBVEGD,hot,hot:pn=3:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,3493118814980202,218,2026-03-25T17:50:44,2936,3283895.0,hot:pn=3:ps=20
,,,BV19zXHBSEJx,hot,hot:pn=3:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,40966108,216,2026-03-26T09:33:02,140,1273575.0,hot:pn=3:ps=20
,,,BV1JbXgBZE2j,hot,hot:pn=3:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,487614876,205,2026-03-28T09:40:01,28,1885180.0,hot:pn=3:ps=20
,,,BV1DcXbBfEM1,hot,hot:pn=3:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,486633990,228,2026-03-28T10:00:00,724,971983.0,hot:pn=3:ps=20
,,,BV15mXUBFEdf,hot,hot:pn=4:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,296516211,21,2026-03-29T09:37:04,24,137837.0,hot:pn=4:ps=20
,,,BV1bzXLB4Ez2,hot,hot:pn=4:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,511848876,21,2026-03-29T00:01:40,25,279068.0,hot:pn=4:ps=20
,,,BV1r5XLBCEAG,hot,hot:pn=4:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,22761910,17,2026-03-28T16:06:25,372,429060.0,hot:pn=4:ps=20
,,,BV1rAQqBqE6A,hot,hot:pn=4:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,3966122,216,2026-03-24T15:15:48,155,2388560.0,hot:pn=4:ps=20
,,,BV1vKX5BFE6v,hot,hot:pn=4:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,3546627270773670,162,2026-03-28T17:57:14,105,245126.0,hot:pn=4:ps=20
,,,BV1PiXTB4EWC,hot,hot:pn=4:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,366497690,47,2026-03-27T23:46:47,260,281602.0,hot:pn=4:ps=20
,,,BV1atXsBRErk,hot,hot:pn=4:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,3494358741420203,47,2026-03-28T10:00:00,145,403668.0,hot:pn=4:ps=20
,,,BV1X4XVBdExg,hot,hot:pn=4:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,6556542,138,2026-03-28T11:41:48,208,852896.0,hot:pn=4:ps=20
,,,BV1b3XgBgEMr,hot,hot:pn=4:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,3546579220826450,25,2026-03-28T12:00:00,104,338612.0,hot:pn=4:ps=20
,,,BV1EkXjBVE52,hot,hot:pn=4:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,7545531,20,2026-03-28T20:02:38,123,292963.0,hot:pn=4:ps=20
,,,BV1YLQyBrEWk,hot,hot:pn=4:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,334984798,27,2026-03-25T10:30:00,1281,1034447.0,hot:pn=4:ps=20
,,,BV12xXNBsEyp,hot,hot:pn=4:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,9666167,130,2026-03-27T12:50:33,224,303434.0,hot:pn=4:ps=20
,,,BV1KHQQBDEtU,hot,hot:pn=4:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,17364274,256,2026-03-23T09:00:00,83,4268593.0,hot:pn=4:ps=20
,,,BV19sX1BEEu6,hot,hot:pn=4:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,8878219,173,2026-03-29T10:00:00,1353,220149.0,hot:pn=4:ps=20
,,,BV1oHXVBFE6n,hot,hot:pn=4:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,498099165,252,2026-03-28T10:50:20,42,1371002.0,hot:pn=4:ps=20
,,,BV1wZXKBpEv9,hot,hot:pn=4:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,1140672573,228,2026-03-28T09:00:00,1759,2291158.0,hot:pn=4:ps=20
,,,BV1aoXNBPEMQ,hot,hot:pn=4:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,313580179,31,2026-03-27T19:19:38,219,397652.0,hot:pn=4:ps=20
,,,BV1fVXVBvE76,hot,hot:pn=4:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,229733301,29,2026-03-28T12:38:52,206,433818.0,hot:pn=4:ps=20
,,,BV1AeQ9BnENK,hot,hot:pn=4:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,408663169,207,2026-03-26T09:00:00,233,1393229.0,hot:pn=4:ps=20
,,,BV1urXKBPEyH,hot,hot:pn=4:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,390898500,182,2026-03-27T19:11:31,1119,3393775.0,hot:pn=4:ps=20
,,,BV1McXKBaEBn,hot,hot:pn=5:ps=20,2026-03-29T14:02:27.390398,2026-03-29T14:02:27.390398,686885302,21,2026-03-27T18:49:23,179,2363886.0,hot:pn=5:ps=20
