board_rid,board_name,board_rank,bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
,,,BV1Df9FBnE1u,hot,hot:pn=1:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,2057895471,138,2026-04-03T11:30:00+00:00,280,6966893.0,hot:pn=1:ps=20
,,,BV1bd9EBKEkm,hot,hot:pn=1:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,29684184,216,2026-04-01T13:34:30+00:00,335,6485948.0,hot:pn=1:ps=20
,,,BV1o7DYB2Exe,hot,hot:pn=1:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,1497463202,208,2026-04-07T09:20:00+00:00,94,2364590.0,hot:pn=1:ps=20
,,,BV1o29wBTESE,hot,hot:pn=1:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,484336702,17,2026-04-03T12:00:00+00:00,181,675366.0,hot:pn=1:ps=20
,,,BV19cSZBrEWP,hot,hot:pn=1:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,472488266,47,2026-04-06T06:53:54+00:00,160,148993.0,hot:pn=1:ps=20
,,,BV18kDjBxEC3,hot,hot:pn=1:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,2011298602,137,2026-04-08T08:30:00+00:00,67,106572.0,hot:pn=1:ps=20
,,,BV1PoD8BWEvr,hot,hot:pn=1:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,3493265644980448,172,2026-04-08T09:00:00+00:00,102,67226.0,hot:pn=1:ps=20
,,,BV113DjB2Eak,hot,hot:pn=1:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,8299159,130,2026-04-08T09:14:37+00:00,455,98652.0,hot:pn=1:ps=20
,,,BV1E1DLBvE43,hot,hot:pn=1:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,99157282,212,2026-04-08T10:29:58+00:00,1082,131281.0,hot:pn=1:ps=20
,,,BV1f8DrB6Ezb,hot,hot:pn=1:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,651386960,31,2026-04-08T04:14:36+00:00,199,69302.0,hot:pn=1:ps=20
,,,BV1QpSoBqEF8,hot,hot:pn=1:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,346749212,183,2026-04-06T09:31:14+00:00,239,2159077.0,hot:pn=1:ps=20
,,,BV1b7D3BMEv4,hot,hot:pn=1:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,13647660,199,2026-04-06T09:30:00+00:00,403,612111.0,hot:pn=1:ps=20
,,,BV1GeDvByEKR,hot,hot:pn=1:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,1157901692,216,2026-04-07T09:27:01+00:00,147,824753.0,hot:pn=1:ps=20
,,,BV1QzDzBdE7h,hot,hot:pn=1:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,3546689080133740,215,2026-04-08T10:00:00+00:00,1013,68480.0,hot:pn=1:ps=20
,,,BV1PNDvBeEmC,hot,hot:pn=1:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,3546792949975540,138,2026-04-07T09:43:49+00:00,157,396037.0,hot:pn=1:ps=20
,,,BV1zQDhB1EcP,hot,hot:pn=1:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,396487859,65,2026-04-07T00:42:13+00:00,93,524602.0,hot:pn=1:ps=20
,,,BV1ZYDrBBEGe,hot,hot:pn=1:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,1420982,76,2026-04-08T09:00:00+00:00,198,80025.0,hot:pn=1:ps=20
,,,BV1vMDiBnEe3,hot,hot:pn=1:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,20546476,76,2026-04-08T09:00:00+00:00,446,73324.0,hot:pn=1:ps=20
,,,BV1KrDYBwEAo,hot,hot:pn=1:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,436368347,86,2026-04-07T05:54:03+00:00,241,1108742.0,hot:pn=1:ps=20
,,,BV1nuDgBREJE,hot,hot:pn=1:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,3546795672079131,137,2026-04-04T12:52:34+00:00,113,2708215.0,hot:pn=1:ps=20
