bvid,has_stat_snapshot,has_comment_snapshot
BV1fp9WBAEjE,True,True
BV1fpXKBjEnb,True,True
BV1fpXLBMEPU,True,True
BV1fpXbByE7b,True,True
BV1fpXbByEPM,True,True
BV1fq9FBvEBQ,True,True
BV1fq9FBvEBt,True,True
BV1fqD3BWEKt,True,True
BV1frDVBbEEs,True,True
BV1frSDBcEM9,True,True
BV1frX5BKETT,True,True
BV1frXqBeE7c,True,True
BV1fs9jB2EDP,True,True
BV1fsDNBMETL,True,True
BV1fsXbBVEQj,True,True
BV1ft9jB2ESe,True,True
BV1ftX9B7E8c,True,True
BV1fu97BmE8V,True,True
BV1fuX3B8E2P,True,True
BV1fuX3B8E8u,True,True
BV1fuX3B8EBz,True,True
BV1fuXCBSEQ2,True,True
BV1fuXCBSEzv,True,True
BV1fvD3BRE1v,True,True
BV1fvSUB4Egm,True,True
BV1fvXGBaEeR,True,True
BV1fvXdBnELT,True,True
BV1fwSXBvEWX,True,True
BV1fwXDBBECa,True,True
BV1fwXDBBEfK,True,True
BV1fwXDBBErq,True,True
BV1fwXTBUE5X,True,True
BV1fwXTBUEBT,True,True
BV1fwXTBUEGN,True,True
BV1fwXTBUEM2,True,True
BV1fwXTBUENp,True,True
BV1fwXTBUEp7,True,True
BV1fwXTBUEqz,True,True
BV1fwXTBUEyh,True,True
BV1fwXjB6EBM,True,True
BV1fwXjB6EE1,True,True
BV1fwXjB6Egi,True,True
BV1fwXjB6EtS,True,True
BV1fxXKB5EK2,True,True
BV1fxXKB5EMm,True,True
BV1fy9wBBEnD,True,True
BV1fyXNBGEwk,True,True
BV1fyXzBgEr5,True,True
BV1fzXNB1EVt,True,True
BV1g195B4ETr,True,True
BV1g195B4EYn,True,True
BV1g195B4Erp,True,True
BV1g29jBeEHy,True,True
BV1g29jBeEiG,True,True
BV1g2XgBjE2E,True,True
BV1g2XgBjEKH,True,True
BV1g2XgBjEUi,True,True
BV1g2XgBjEWx,True,True
BV1g2XgBjEjD,True,True
BV1g39TBqEVT,True,True
BV1g3XZB1E63,True,True
BV1g3XZB1E7Z,True,True
BV1g3XZB1EzG,True,True
BV1g3XZB1EzY,True,True
BV1g49KBqEbE,True,True
BV1g4XCBuEtc,True,True
BV1g5D3BgE8a,True,True
BV1g5X5BRES5,True,True
BV1g5X5BRET8,True,True
BV1g5X5BREup,True,True
BV1g5X5BREw7,True,True
BV1g5XUBXEXT,True,True
BV1g5XZBCE5T,True,True
BV1g5XZBCE5Y,True,True
BV1g6XMBkEfE,True,True
BV1g7XzBfE1b,True,True
BV1g8XCBTEcG,True,True
BV1g9XGBJEJy,True,True
BV1g9XGBJEv4,True,True
BV1gADTBwEea,True,True
BV1gADTBwEev,True,True
BV1gAQ1BzEkQ,True,True
BV1gB9GBWENQ,True,True
BV1gBXKBKEXT,True,True
BV1gBXKBKEzG,True,True
BV1gBXPBtE5V,True,True
BV1gBXPBtEF7,True,True
BV1gBXPBtEGf,True,True
BV1gBXPBtEg6,True,True
BV1gBXPBtEsv,True,True
BV1gBXPBtEve,True,True
BV1gC95BZEDc,True,True
BV1gCXMB6E58,True,True
BV1gCXMB6EDD,True,True
BV1gCXbBwEpv,True,True
BV1gCXbBwErt,True,True
BV1gDXGBHE4m,True,True
BV1gDXGBHEnr,True,True
BV1gDXgBCEAM,True,True
BV1gDXgBCEAr,True,True
