bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
BV1TfD3BgExd,author_expand,owner:928123,2026-04-05T04:32:25.801016+00:00,2026-04-05T04:32:25.801016+00:00,928123,33,2026-04-05T02:00:02+00:00,1380,16775.0,owner:928123
BV1mfD3BuEsa,author_expand,owner:928123,2026-04-05T04:32:25.801016+00:00,2026-04-05T04:32:25.801016+00:00,928123,33,2026-04-05T02:00:02+00:00,1374,342115.0,owner:928123
BV1CfDTBXEMS,author_expand,owner:928123,2026-04-05T04:32:25.801016+00:00,2026-04-05T04:32:25.801016+00:00,928123,33,2026-04-04T11:30:02+00:00,1489,25866.0,owner:928123
BV1kcDMBHEJx,author_expand,owner:928123,2026-04-05T04:32:25.801016+00:00,2026-04-05T04:32:25.801016+00:00,928123,33,2026-04-04T11:30:02+00:00,1483,202733.0,owner:928123
BV1cw9LB1EAm,author_expand,owner:928123,2026-04-05T04:32:25.801016+00:00,2026-04-05T04:32:25.801016+00:00,928123,33,2026-04-04T10:00:01+00:00,1436,29183.0,owner:928123
BV1avD5BpEJE,author_expand,owner:1577804,2026-04-05T04:32:38.679115+00:00,2026-04-05T04:32:38.679115+00:00,1577804,17,2026-04-05T04:05:16+00:00,2070,31796.0,owner:1577804
BV1VZDKBvEwQ,author_expand,owner:7584632,2026-04-05T04:35:34.177530+00:00,2026-04-05T04:35:34.177530+00:00,7584632,183,2026-04-05T04:05:02+00:00,59,1476.0,owner:7584632
BV1J39MBxEhC,author_expand,owner:7584632,2026-04-05T04:35:34.177530+00:00,2026-04-05T04:35:34.177530+00:00,7584632,183,2026-04-05T04:02:01+00:00,117,1194.0,owner:7584632
BV1HK9MBfEoA,author_expand,owner:7584632,2026-04-05T04:35:34.177530+00:00,2026-04-05T04:35:34.177530+00:00,7584632,183,2026-04-05T04:01:01+00:00,91,1063.0,owner:7584632
BV1Du9uB1E1R,author_expand,owner:7584632,2026-04-05T04:35:34.177530+00:00,2026-04-05T04:35:34.177530+00:00,7584632,180,2026-04-05T04:00:02+00:00,2838,13452.0,owner:7584632
BV1Ki9KBhEFY,author_expand,owner:7584632,2026-04-05T04:35:34.177530+00:00,2026-04-05T04:35:34.177530+00:00,7584632,183,2026-04-04T12:01:01+00:00,45,11161.0,owner:7584632
BV1z49NBmE4x,author_expand,owner:7584632,2026-04-05T04:35:34.177530+00:00,2026-04-05T04:35:34.177530+00:00,7584632,180,2026-04-04T12:00:02+00:00,2997,398290.0,owner:7584632
BV1KVDTBsEq4,author_expand,owner:14229967,2026-04-05T04:36:19.149113+00:00,2026-04-05T04:36:19.149113+00:00,14229967,208,2026-04-04T12:10:20+00:00,4351,323877.0,owner:14229967
BV1CfDTBXEpR,author_expand,owner:20165629,2026-04-05T04:36:28.399452+00:00,2026-04-05T04:36:28.399452+00:00,20165629,232,2026-04-04T09:43:54+00:00,227,13346.0,owner:20165629
BV1uPDTBhEHX,author_expand,owner:39627524,2026-04-05T04:36:32.226005+00:00,2026-04-05T04:36:32.226005+00:00,39627524,21,2026-04-04T12:29:03+00:00,4870,685081.0,owner:39627524
BV1Q2DuBzEcY,author_expand,owner:50329118,2026-04-05T04:36:36.999706+00:00,2026-04-05T04:36:36.999706+00:00,50329118,171,2026-04-04T14:16:05+00:00,1397,40321.0,owner:50329118
BV1gUDuBuEwM,author_expand,owner:50329118,2026-04-05T04:36:36.999706+00:00,2026-04-05T04:36:36.999706+00:00,50329118,171,2026-04-04T14:05:13+00:00,178,9391.0,owner:50329118
BV1mdDuBYEFS,author_expand,owner:50329118,2026-04-05T04:36:36.999706+00:00,2026-04-05T04:36:36.999706+00:00,50329118,171,2026-04-04T12:19:39+00:00,6937,40220.0,owner:50329118
BV1cpDTBEEjq,author_expand,owner:50329118,2026-04-05T04:36:36.999706+00:00,2026-04-05T04:36:36.999706+00:00,50329118,171,2026-04-04T10:20:52+00:00,6943,187355.0,owner:50329118
BV1vjDMB3E6c,author_expand,owner:50329118,2026-04-05T04:36:36.999706+00:00,2026-04-05T04:36:36.999706+00:00,50329118,171,2026-04-04T08:08:19+00:00,8720,450638.0,owner:50329118
BV1HGXBBVEm9,author_expand,owner:15773384,2026-04-05T04:37:20.740315+00:00,2026-04-05T04:37:20.740315+00:00,15773384,145,2026-04-05T03:00:02+00:00,7405,1767.0,owner:15773384
BV1EJXBBBEYL,author_expand,owner:15773384,2026-04-05T04:37:20.740315+00:00,2026-04-05T04:37:20.740315+00:00,15773384,145,2026-04-05T03:00:02+00:00,7405,9106.0,owner:15773384
BV1uyDNBxEAF,author_expand,owner:15773384,2026-04-05T04:37:20.740315+00:00,2026-04-05T04:37:20.740315+00:00,15773384,147,2026-04-05T02:00:02+00:00,3235,11639.0,owner:15773384
BV1uY9MB3Eq2,author_expand,owner:98627270,2026-04-05T04:39:11.628188+00:00,2026-04-05T04:39:11.628188+00:00,98627270,170,2026-04-05T03:30:02+00:00,99,4442.0,owner:98627270
BV1KjDuBcEA9,author_expand,owner:98627270,2026-04-05T04:39:11.628188+00:00,2026-04-05T04:39:11.628188+00:00,98627270,170,2026-04-05T03:00:02+00:00,36,2222.0,owner:98627270
BV1KaDKBWEjE,author_expand,owner:98627270,2026-04-05T04:39:11.628188+00:00,2026-04-05T04:39:11.628188+00:00,98627270,153,2026-04-05T03:00:02+00:00,1213,455607.0,owner:98627270
BV1saDKBpE41,author_expand,owner:98627270,2026-04-05T04:39:11.628188+00:00,2026-04-05T04:39:11.628188+00:00,98627270,170,2026-04-05T03:00:02+00:00,48,198877.0,owner:98627270
BV1SK9NBwEpS,author_expand,owner:98627270,2026-04-05T04:39:11.628188+00:00,2026-04-05T04:39:11.628188+00:00,98627270,153,2026-04-05T02:00:02+00:00,388,3407.0,owner:98627270
BV19BDTBTE8V,author_expand,owner:229733301,2026-04-05T04:42:04.644898+00:00,2026-04-05T04:42:04.644898+00:00,229733301,193,2026-04-04T11:03:40+00:00,219,221484.0,owner:229733301
BV132DuB6Ezt,author_expand,owner:392836434,2026-04-05T04:43:52.261792+00:00,2026-04-05T04:43:52.261792+00:00,392836434,171,2026-04-04T14:10:00+00:00,200,9648.0,owner:392836434
BV1wsDuBREGG,author_expand,owner:392836434,2026-04-05T04:43:52.261792+00:00,2026-04-05T04:43:52.261792+00:00,392836434,171,2026-04-04T13:45:46+00:00,618,71344.0,owner:392836434
BV1tTDTBbEtc,author_expand,owner:392836434,2026-04-05T04:43:52.261792+00:00,2026-04-05T04:43:52.261792+00:00,392836434,171,2026-04-04T11:17:09+00:00,12316,254279.0,owner:392836434
BV1bRDuBNErv,author_expand,owner:222103174,2026-04-05T04:49:53.785001+00:00,2026-04-05T04:49:53.785001+00:00,222103174,21,2026-04-04T12:39:59+00:00,264,4500.0,owner:222103174
BV1yfDTBXEL7,author_expand,owner:222103174,2026-04-05T04:49:53.785001+00:00,2026-04-05T04:49:53.785001+00:00,222103174,21,2026-04-04T09:46:48+00:00,109,7581.0,owner:222103174
BV1tTDTBbE9E,author_expand,owner:346563107,2026-04-05T04:51:24.047101+00:00,2026-04-05T04:51:24.047101+00:00,346563107,124,2026-04-04T11:19:28+00:00,704,434890.0,owner:346563107
BV1Ge9gBEEg6,author_expand,owner:1343321779,2026-04-05T04:56:44.446015+00:00,2026-04-05T04:56:44.446015+00:00,1343321779,251,2026-04-04T13:00:00+00:00,166,217370.0,owner:1343321779
BV1dHDGBWEGv,author_expand,owner:3493260618106936,2026-04-05T04:56:47.946867+00:00,2026-04-05T04:56:47.946867+00:00,3493260618106936,138,2026-04-05T04:00:00+00:00,113,131138.0,owner:3493260618106936
BV1dhDNBPEDq,author_expand,owner:3546630773016865,2026-04-05T04:56:57.480234+00:00,2026-04-05T04:56:57.480234+00:00,3546630773016865,137,2026-04-04T10:00:02+00:00,2106,181108.0,owner:3546630773016865
BV17R9KBEEyQ,author_expand,owner:29296192,2026-04-05T04:58:28.383578+00:00,2026-04-05T04:58:28.383578+00:00,29296192,182,2026-04-04T09:15:17+00:00,1368,121691.0,owner:29296192
BV1osD5BFEhr,author_expand,owner:501554611,2026-04-05T05:00:46.022369+00:00,2026-04-05T05:00:46.022369+00:00,501554611,130,2026-04-05T03:27:25+00:00,179,4301.0,owner:501554611
BV1mAD5B5ESS,author_expand,owner:46470268,2026-04-05T05:01:52.721742+00:00,2026-04-05T05:01:52.721742+00:00,46470268,232,2026-04-05T04:12:08+00:00,276,15381.0,owner:46470268
BV1qxD5BbEnN,author_expand,owner:46470268,2026-04-05T05:01:52.721742+00:00,2026-04-05T05:01:52.721742+00:00,46470268,232,2026-04-05T03:08:00+00:00,76,44716.0,owner:46470268
BV1GADTBwEud,author_expand,owner:46470268,2026-04-05T05:01:52.721742+00:00,2026-04-05T05:01:52.721742+00:00,46470268,232,2026-04-04T11:32:00+00:00,311,50879.0,owner:46470268
BV1wPDMBnEhw,author_expand,owner:46470268,2026-04-05T05:01:52.721742+00:00,2026-04-05T05:01:52.721742+00:00,46470268,232,2026-04-04T09:51:28+00:00,601,9285.0,owner:46470268
BV1TAD5BLELP,author_expand,owner:230926815,2026-04-05T05:02:02.718824+00:00,2026-04-05T05:02:02.718824+00:00,230926815,138,2026-04-05T04:12:30+00:00,100,20425.0,owner:230926815
BV1M7D3BMEqP,author_expand,owner:268941858,2026-04-05T05:02:13.936156+00:00,2026-04-05T05:02:13.936156+00:00,268941858,172,2026-04-05T01:00:00+00:00,199,212562.0,owner:268941858
BV143DTBdEY2,author_expand,owner:268941858,2026-04-05T05:02:13.936156+00:00,2026-04-05T05:02:13.936156+00:00,268941858,172,2026-04-04T11:58:26+00:00,220,921400.0,owner:268941858
BV12QDTBtEur,author_expand,owner:480959917,2026-04-05T05:03:53.077749+00:00,2026-04-05T05:03:53.077749+00:00,480959917,159,2026-04-04T09:20:58+00:00,240,26375.0,owner:480959917
BV1obDTBVERH,author_expand,owner:508416316,2026-04-05T05:04:14.893422+00:00,2026-04-05T05:04:14.893422+00:00,508416316,218,2026-04-04T10:02:25+00:00,143,106008.0,owner:508416316
BV1rKDgBdEWi,author_expand,owner:1379165407,2026-04-05T05:04:23.382618+00:00,2026-04-05T05:04:23.382618+00:00,1379165407,138,2026-04-04T13:13:51+00:00,264,119448.0,owner:1379165407
