bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
BV1SUDTB8EWD,author_expand,owner:617285,2026-04-07T11:38:10.846668+00:00,2026-04-07T11:38:10.846668+00:00,617285,65,2026-04-04T09:09:43+00:00,1435,196794.0,owner:617285
BV1FeD3B4EcD,author_expand,owner:14890801,2026-04-07T11:39:35.355538+00:00,2026-04-07T11:39:35.355538+00:00,1691347,17,2026-04-05T00:00:00+00:00,1472,1093002.0,owner:14890801
BV1MYXeBVEXz,author_expand,owner:14890801,2026-04-07T11:39:35.355538+00:00,2026-04-07T11:39:35.355538+00:00,14890801,17,2026-04-04T00:00:00+00:00,1434,856629.0,owner:14890801
BV13x9KBMEWw,author_expand,owner:25876945,2026-04-07T11:39:58.620566+00:00,2026-04-07T11:39:58.620566+00:00,86439234,245,2026-04-03T10:50:00+00:00,1745,1191616.0,owner:25876945
BV1eK9uBUEBi,author_expand,owner:256237759,2026-04-07T11:40:00.282642+00:00,2026-04-07T11:40:00.282642+00:00,256237759,216,2026-04-03T11:09:42+00:00,239,142297.0,owner:256237759
BV13b9KBKEAB,author_expand,owner:384390687,2026-04-07T11:40:08.735762+00:00,2026-04-07T11:40:08.735762+00:00,384390687,210,2026-04-03T10:40:00+00:00,52,4998.0,owner:384390687
BV1APDYB4EiY,author_expand,owner:1458436838,2026-04-07T11:42:00.310692+00:00,2026-04-07T11:42:00.310692+00:00,1458436838,231,2026-04-07T06:30:28+00:00,50094,347.0,owner:1458436838
BV1bTDTBbELp,author_expand,owner:1640739521,2026-04-07T11:42:10.327877+00:00,2026-04-07T11:42:10.327877+00:00,1640739521,138,2026-04-04T11:19:25+00:00,186,320138.0,owner:1640739521
BV1E59MBWEhg,author_expand,owner:1640739521,2026-04-07T11:42:10.327877+00:00,2026-04-07T11:42:10.327877+00:00,1640739521,138,2026-04-03T13:14:16+00:00,193,309945.0,owner:1640739521
BV14X9jB8EJN,author_expand,owner:3546727422364508,2026-04-07T11:43:39.250630+00:00,2026-04-07T11:43:39.250630+00:00,3546727422364508,237,2026-04-06T08:00:00+00:00,179,9986.0,owner:3546727422364508
BV1gxDMBKECA,author_expand,owner:3546727422364508,2026-04-07T11:43:39.250630+00:00,2026-04-07T11:43:39.250630+00:00,3546727422364508,237,2026-04-05T08:00:00+00:00,196,62016.0,owner:3546727422364508
BV1bpDKBbEmD,author_expand,owner:3546727422364508,2026-04-07T11:43:39.250630+00:00,2026-04-07T11:43:39.250630+00:00,3546727422364508,237,2026-04-04T08:00:00+00:00,179,75818.0,owner:3546727422364508
BV1zxXhBnE5i,author_expand,owner:3546727422364508,2026-04-07T11:43:39.250630+00:00,2026-04-07T11:43:39.250630+00:00,3546727422364508,237,2026-04-04T08:00:00+00:00,178,58763.0,owner:3546727422364508
BV1mRXdBBEH1,author_expand,owner:3546727422364508,2026-04-07T11:43:39.250630+00:00,2026-04-07T11:43:39.250630+00:00,3546727422364508,237,2026-04-03T08:00:00+00:00,161,89643.0,owner:3546727422364508
BV1qBDaB5EQG,author_expand,owner:3632303139981986,2026-04-07T11:43:41.330509+00:00,2026-04-07T11:43:41.330509+00:00,3632303139981986,238,2026-04-07T07:23:30+00:00,668,1549.0,owner:3632303139981986
BV1CaSDBTEKf,author_expand,owner:3632303139981986,2026-04-07T11:43:41.330509+00:00,2026-04-07T11:43:41.330509+00:00,3632303139981986,21,2026-04-05T12:12:41+00:00,694,2298.0,owner:3632303139981986
BV1FQ9KBnEKR,author_expand,owner:3632303139981986,2026-04-07T11:43:41.330509+00:00,2026-04-07T11:43:41.330509+00:00,3632303139981986,238,2026-04-03T07:07:04+00:00,601,3779.0,owner:3632303139981986
BV1mzDYBaEkd,author_expand,owner:36787395,2026-04-07T11:43:51.095840+00:00,2026-04-07T11:43:51.095840+00:00,36787395,29,2026-04-07T05:41:53+00:00,6293,37.0,owner:36787395
BV13xDhBeEH7,author_expand,owner:490187919,2026-04-07T11:44:00.117930+00:00,2026-04-07T11:44:00.117930+00:00,490187919,200,2026-04-07T01:52:25+00:00,54,70.0,owner:490187919
BV1EZDcBcED2,author_expand,owner:490187919,2026-04-07T11:44:00.117930+00:00,2026-04-07T11:44:00.117930+00:00,490187919,200,2026-04-06T14:54:19+00:00,28,148.0,owner:490187919
BV1UbSoBYEm2,author_expand,owner:490187919,2026-04-07T11:44:00.117930+00:00,2026-04-07T11:44:00.117930+00:00,490187919,200,2026-04-06T09:08:52+00:00,56,130.0,owner:490187919
BV1gzS9BFEX9,author_expand,owner:490187919,2026-04-07T11:44:00.117930+00:00,2026-04-07T11:44:00.117930+00:00,490187919,200,2026-04-05T23:08:08+00:00,69,163.0,owner:490187919
BV1RFSUBnERz,author_expand,owner:490187919,2026-04-07T11:44:00.117930+00:00,2026-04-07T11:44:00.117930+00:00,490187919,200,2026-04-05T10:07:19+00:00,38,166.0,owner:490187919
BV1WUD5BCEyv,author_expand,owner:490187919,2026-04-07T11:44:00.117930+00:00,2026-04-07T11:44:00.117930+00:00,490187919,200,2026-04-05T02:20:04+00:00,58,163.0,owner:490187919
BV1PnDuBtEYr,author_expand,owner:490187919,2026-04-07T11:44:00.117930+00:00,2026-04-07T11:44:00.117930+00:00,490187919,200,2026-04-04T15:02:50+00:00,77,432.0,owner:490187919
BV1Y9DPB8ECc,author_expand,owner:490187919,2026-04-07T11:44:00.117930+00:00,2026-04-07T11:44:00.117930+00:00,490187919,200,2026-04-04T00:27:11+00:00,10,29.0,owner:490187919
BV1TKDNBHEba,author_expand,owner:490187919,2026-04-07T11:44:00.117930+00:00,2026-04-07T11:44:00.117930+00:00,490187919,200,2026-04-03T22:41:45+00:00,59,214.0,owner:490187919
BV1wD9gBqER5,author_expand,owner:490187919,2026-04-07T11:44:00.117930+00:00,2026-04-07T11:44:00.117930+00:00,490187919,200,2026-04-03T15:20:57+00:00,63,236.0,owner:490187919
BV1XK9uBmEkt,author_expand,owner:490187919,2026-04-07T11:44:00.117930+00:00,2026-04-07T11:44:00.117930+00:00,490187919,200,2026-04-03T11:04:27+00:00,24,142.0,owner:490187919
BV1SaDMBcETW,author_expand,owner:3493138928765062,2026-04-07T11:44:09.389170+00:00,2026-04-07T11:44:09.389170+00:00,3493138928765062,136,2026-04-04T08:16:22+00:00,2719,2535.0,owner:3493138928765062
BV1M9SZBKEhP,author_expand,owner:3546759944997753,2026-04-07T11:44:18.940215+00:00,2026-04-07T11:44:18.940215+00:00,3546759944997753,152,2026-04-06T13:13:41+00:00,16,120.0,owner:3546759944997753
BV1SaSfBuEeX,author_expand,owner:3546759944997753,2026-04-07T11:44:18.940215+00:00,2026-04-07T11:44:18.940215+00:00,3546759944997753,152,2026-04-06T12:34:16+00:00,16,86.0,owner:3546759944997753
BV1XV93BDEHX,author_expand,owner:3546759944997753,2026-04-07T11:44:18.940215+00:00,2026-04-07T11:44:18.940215+00:00,3546759944997753,152,2026-04-03T14:14:11+00:00,12,2099.0,owner:3546759944997753
BV1H39MBxET2,author_expand,owner:3546759944997753,2026-04-07T11:44:18.940215+00:00,2026-04-07T11:44:18.940215+00:00,3546759944997753,152,2026-04-03T12:27:27+00:00,37,62.0,owner:3546759944997753
