bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
BV1tQQsBLEfE,author_expand,owner:11429061,2026-04-13T12:26:35.369198+00:00,2026-04-13T12:26:35.369198+00:00,11429061,76,2026-04-13T06:30:00+00:00,104,59083.0,owner:11429061
BV1uuQ4BXEnp,author_expand,owner:16720403,2026-04-13T12:26:47.471180+00:00,2026-04-13T12:26:47.471180+00:00,16720403,193,2026-04-13T09:40:25+00:00,278,27859.0,owner:16720403
BV1oRQxBwEhf,author_expand,owner:16720403,2026-04-13T12:26:47.471180+00:00,2026-04-13T12:26:47.471180+00:00,16720403,29,2026-04-13T09:39:36+00:00,4054,28225.0,owner:16720403
BV1JtDXBkE4H,author_expand,owner:16720403,2026-04-13T12:26:47.471180+00:00,2026-04-13T12:26:47.471180+00:00,16720403,193,2026-04-12T15:24:18+00:00,209,41810.0,owner:16720403
BV1JtDXBkEWQ,author_expand,owner:16720403,2026-04-13T12:26:47.471180+00:00,2026-04-13T12:26:47.471180+00:00,16720403,193,2026-04-12T15:23:25+00:00,245,12503.0,owner:16720403
BV1TGDXBXE4W,author_expand,owner:16720403,2026-04-13T12:26:47.471180+00:00,2026-04-13T12:26:47.471180+00:00,16720403,193,2026-04-12T15:14:25+00:00,39,26991.0,owner:16720403
BV11JQbBXEkG,author_expand,owner:105022844,2026-04-13T12:26:58.629602+00:00,2026-04-13T12:26:58.629602+00:00,105022844,171,2026-04-13T11:41:27+00:00,9071,40956.0,owner:105022844
BV1ysQbBJEcz,author_expand,owner:105022844,2026-04-13T12:26:58.629602+00:00,2026-04-13T12:26:58.629602+00:00,105022844,171,2026-04-13T11:21:59+00:00,313,7662.0,owner:105022844
BV1ZQQxBPESs,author_expand,owner:105022844,2026-04-13T12:26:58.629602+00:00,2026-04-13T12:26:58.629602+00:00,105022844,171,2026-04-13T09:32:31+00:00,6192,37068.0,owner:105022844
BV1tXQ4BpE2f,author_expand,owner:105022844,2026-04-13T12:26:58.629602+00:00,2026-04-13T12:26:58.629602+00:00,105022844,171,2026-04-13T07:47:37+00:00,6060,39877.0,owner:105022844
BV1QtQtBbEgo,author_expand,owner:105022844,2026-04-13T12:26:58.629602+00:00,2026-04-13T12:26:58.629602+00:00,105022844,171,2026-04-13T06:24:22+00:00,6202,49489.0,owner:105022844
BV125DXBnEjA,author_expand,owner:105022844,2026-04-13T12:26:58.629602+00:00,2026-04-13T12:26:58.629602+00:00,105022844,171,2026-04-12T15:01:35+00:00,12629,155253.0,owner:105022844
BV1thD9BbE9d,author_expand,owner:105022844,2026-04-13T12:26:58.629602+00:00,2026-04-13T12:26:58.629602+00:00,105022844,171,2026-04-12T11:46:33+00:00,6527,28985.0,owner:105022844
BV1sAQ8BWEMu,author_expand,owner:187100549,2026-04-13T12:27:09.313614+00:00,2026-04-13T12:27:09.313614+00:00,187100549,17,2026-04-13T10:45:00+00:00,319,721.0,owner:187100549
BV1d7D9BMEtG,author_expand,owner:3546756077848946,2026-04-13T12:30:19.975743+00:00,2026-04-13T12:30:19.975743+00:00,3546756077848946,201,2026-04-12T13:09:24+00:00,31,108342.0,owner:3546756077848946
BV1bPQFB3E6g,author_expand,owner:3690987389979065,2026-04-13T12:30:31.494174+00:00,2026-04-13T12:30:31.494174+00:00,3690987389979065,168,2026-04-13T09:55:00+00:00,75,38.0,owner:3690987389979065
BV1UPQFB3ERZ,author_expand,owner:3690987389979065,2026-04-13T12:30:31.494174+00:00,2026-04-13T12:30:31.494174+00:00,3690987389979065,168,2026-04-13T09:50:00+00:00,75,25.0,owner:3690987389979065
