bvid,has_stat_snapshot,has_comment_snapshot
BV113DjB2ELD,True,True
BV113DjB2EN6,True,True
BV113DjB2Eak,True,True
BV113DjB2Ezt,True,True
BV113DtBjEKz,True,True
BV114DsBBEz2,True,True
BV114SDB6EPP,True,True
BV115DEBpENi,True,True
BV1179jBWERY,True,True
BV117DEBnEM9,True,True
BV118D4B5EK1,True,True
BV118DLB1ENA,True,True
BV118DLB1EVJ,True,True
BV11CDcBzEKq,True,True
BV11DXbBxENF,True,True
BV11EDnBtEVJ,True,True
BV11EDnBtEW5,True,True
BV11GDEB9E5j,True,True
BV11HDnBxEFy,True,True
BV11HDpBPE2Y,True,True
BV11JDnBoEuP,True,True
BV11MDjBUEo9,True,True
BV11MSQBkEMq,True,True
BV11PSSBqEni,True,True
BV11PXPBDEgb,True,True
BV11PXfBgEZe,True,True
BV11RQmBrED8,True,True
BV11RQmBrEWU,True,True
BV11RQmBrEoN,True,True
BV11RQmBrEpi,True,True
BV11RQmBrErD,True,True
BV11RQmBrEuV,True,True
BV11TD5BrEVo,True,True
BV11TDZBhEbi,True,True
BV11TDxB3Eec,True,True
BV11UDZBYEi8,True,True
BV11UDvBPEJ6,True,True
BV11UDxBVE6D,True,True
BV11VDjBLEGi,True,True
BV11VDjBLEto,True,True
BV11XDjBUEF3,True,True
BV11XDjBUEMF,True,True
BV11ZDrBHEd1,True,True
BV11bDfBNE3z,True,True
BV11bDfBNEFh,True,True
BV11bXNBpEhM,True,True
BV11dDrBXEqQ,True,True
BV11fDrBDEWa,True,True
BV11gDjB7Emd,True,True
BV11oQmBgEue,True,True
BV11oQmBgEux,True,True
BV11pDFBNEKM,True,True
BV11pSDBVEUA,True,True
BV11qA8znEPg,True,True
BV11tSXBmE29,True,True
BV11uDqBzE1G,True,True
BV11yDYBFEwG,True,True
BV11ySSBgE2n,True,True
BV11zSfBeEMp,True,True
BV1239NBZEN3,True,True
BV1239NBZERV,True,True
BV123DEBsE8L,True,True
BV123DEBsEYt,True,True
BV124D4BjEcX,True,True
BV124DfBiE8p,True,True
BV125DEBpEvM,True,True
BV125QwBGEVU,True,True
BV129DzBjENN,True,True
BV129DzBjEsx,True,True
BV12BDYBAEmG,True,True
BV12BSfBNE7g,True,True
BV12CDcBzEan,True,True
BV12CDcBzEg3,True,True
BV12EDnBtENh,True,True
BV12EDpBKE2J,True,True
BV12GDEB9EAu,True,True
BV12GQwBCEtQ,True,True
BV12HDpBNEjc,True,True
