bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
BV11JQKBsEYh,author_expand,owner:8096990,2026-04-11T11:44:14.873649+00:00,2026-04-11T11:44:14.873649+00:00,8096990,228,2026-04-11T02:33:52+00:00,2324,68535.0,owner:8096990
BV1ZCDfBREbR,author_expand,owner:19248926,2026-04-11T11:45:00.479177+00:00,2026-04-11T11:45:00.479177+00:00,19248926,124,2026-04-11T07:05:00+00:00,511,7477.0,owner:19248926
BV13aDWBjEHi,author_expand,owner:19248926,2026-04-11T11:45:00.479177+00:00,2026-04-11T11:45:00.479177+00:00,19248926,124,2026-04-11T04:05:00+00:00,615,57770.0,owner:19248926
BV1hYDWB1EuM,author_expand,owner:19248926,2026-04-11T11:45:00.479177+00:00,2026-04-11T11:45:00.479177+00:00,19248926,124,2026-04-11T01:05:00+00:00,344,20287.0,owner:19248926
BV13DQKBPEYH,author_expand,owner:37659653,2026-04-11T11:45:02.445121+00:00,2026-04-11T11:45:02.445121+00:00,37659653,238,2026-04-11T02:11:49+00:00,830,1561.0,owner:37659653
BV1H2DkBUEvm,author_expand,owner:46470268,2026-04-11T11:45:11.687313+00:00,2026-04-11T11:45:11.687313+00:00,46470268,232,2026-04-11T11:02:14+00:00,191,8636.0,owner:46470268
BV1LkDCB3EVS,author_expand,owner:46470268,2026-04-11T11:45:11.687313+00:00,2026-04-11T11:45:11.687313+00:00,46470268,232,2026-04-11T08:17:30+00:00,48,44516.0,owner:46470268
BV15SQMBkEbG,author_expand,owner:46470268,2026-04-11T11:45:11.687313+00:00,2026-04-11T11:45:11.687313+00:00,46470268,232,2026-04-11T04:51:09+00:00,149,42065.0,owner:46470268
BV1NMQuB8EM6,author_expand,owner:46470268,2026-04-11T11:45:11.687313+00:00,2026-04-11T11:45:11.687313+00:00,46470268,232,2026-04-11T04:03:40+00:00,255,77176.0,owner:46470268
BV1DSDCBvE6E,author_expand,owner:416220600,2026-04-11T11:45:22.766508+00:00,2026-04-11T11:45:22.766508+00:00,416220600,19,2026-04-11T09:05:31+00:00,11,318.0,owner:416220600
BV1jkQMB7EXV,author_expand,owner:416220600,2026-04-11T11:45:22.766508+00:00,2026-04-11T11:45:22.766508+00:00,416220600,19,2026-04-11T04:58:17+00:00,11,155.0,owner:416220600
BV1m5QKBZECS,author_expand,owner:416220600,2026-04-11T11:45:22.766508+00:00,2026-04-11T11:45:22.766508+00:00,416220600,19,2026-04-11T02:39:28+00:00,11,224.0,owner:416220600
BV1RJDhBqEhF,author_expand,owner:451296298,2026-04-11T11:45:24.628171+00:00,2026-04-11T11:45:24.628171+00:00,451296298,153,2026-04-11T11:00:02+00:00,75,3163.0,owner:451296298
BV176QMBUEFy,author_expand,owner:3461572842228424,2026-04-11T11:46:33.342339+00:00,2026-04-11T11:46:33.342339+00:00,3461572842228424,138,2026-04-11T05:03:17+00:00,167,145919.0,owner:3461572842228424
