bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
BV1ucQuBNE7G,author_expand,owner:546195,2026-04-11T09:36:48.306253+00:00,2026-04-11T09:36:48.306253+00:00,546195,17,2026-04-11T05:30:01+00:00,1610,238230.0,owner:546195
BV1vZQNBzEr7,author_expand,owner:562197,2026-04-11T09:36:57.049685+00:00,2026-04-11T09:36:57.049685+00:00,147166910,21,2026-04-11T03:05:00+00:00,1420,462059.0,owner:562197
BV1KwQuBeE8G,author_expand,owner:1577804,2026-04-11T09:37:46.581331+00:00,2026-04-11T09:37:46.581331+00:00,1577804,21,2026-04-11T05:36:47+00:00,3846,172277.0,owner:1577804
BV1vTQMB3EYh,author_expand,owner:14229967,2026-04-11T09:38:29.641134+00:00,2026-04-11T09:38:29.641134+00:00,14229967,208,2026-04-11T08:07:39+00:00,15108,26104.0,owner:14229967
BV1JoDWBFEyP,author_expand,owner:20165629,2026-04-11T09:38:51.979787+00:00,2026-04-11T09:38:51.979787+00:00,20165629,232,2026-04-11T09:00:00+00:00,14,10025.0,owner:20165629
BV15oQABYEU1,author_expand,owner:50329118,2026-04-11T09:39:14.174670+00:00,2026-04-11T09:39:14.174670+00:00,50329118,171,2026-04-10T15:15:43+00:00,980,28603.0,owner:50329118
BV1HsQPBVEVt,author_expand,owner:50329118,2026-04-11T09:39:14.174670+00:00,2026-04-11T09:39:14.174670+00:00,50329118,171,2026-04-10T14:46:47+00:00,152,9312.0,owner:50329118
BV1SHQcBmEsH,author_expand,owner:50329118,2026-04-11T09:39:14.174670+00:00,2026-04-11T09:39:14.174670+00:00,50329118,171,2026-04-10T13:15:14+00:00,7251,301236.0,owner:50329118
BV1hwQwBnEAQ,author_expand,owner:1340190821,2026-04-11T09:40:23.553666+00:00,2026-04-11T09:40:23.553666+00:00,1340190821,172,2026-04-10T13:20:00+00:00,4234,1411196.0,owner:1340190821
BV1YXDfBUETP,author_expand,owner:1340190821,2026-04-11T09:40:23.553666+00:00,2026-04-11T09:40:23.553666+00:00,1340190821,172,2026-04-10T12:40:00+00:00,167,3516266.0,owner:1340190821
BV1RMDfBUEbk,author_expand,owner:1340190821,2026-04-11T09:40:23.553666+00:00,2026-04-11T09:40:23.553666+00:00,1340190821,172,2026-04-10T12:30:00+00:00,788,1149828.0,owner:1340190821
BV1gEFDzVE5L,author_expand,owner:15773384,2026-04-11T09:41:58.150337+00:00,2026-04-11T09:41:58.150337+00:00,15773384,145,2026-04-11T02:00:03+00:00,5636,11851.0,owner:15773384
BV1gEFDzVEYT,author_expand,owner:15773384,2026-04-11T09:41:58.150337+00:00,2026-04-11T09:41:58.150337+00:00,15773384,145,2026-04-11T02:00:03+00:00,5636,4172.0,owner:15773384
BV1veQwBbEJV,author_expand,owner:98627270,2026-04-11T09:42:46.373225+00:00,2026-04-11T09:42:46.373225+00:00,98627270,170,2026-04-11T03:30:02+00:00,183,28829.0,owner:98627270
BV1qEXfBfEU3,author_expand,owner:98627270,2026-04-11T09:42:46.373225+00:00,2026-04-11T09:42:46.373225+00:00,98627270,170,2026-04-11T01:00:02+00:00,27,20801.0,owner:98627270
BV1qEXfBfECF,author_expand,owner:98627270,2026-04-11T09:42:46.373225+00:00,2026-04-11T09:42:46.373225+00:00,98627270,153,2026-04-11T01:00:01+00:00,429,46989.0,owner:98627270
BV1MMQwB7EXZ,author_expand,owner:99157282,2026-04-11T09:42:54.795424+00:00,2026-04-11T09:42:54.795424+00:00,99157282,212,2026-04-11T09:00:00+00:00,727,28524.0,owner:99157282
