bvid,board_rid,board_name,board_rank,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs,source_csv_path,source_group,_source_priority
BV1Ac9LBjEun,,,,author_expand,owner:512087790,2026-04-01T05:45:09.312276+00:00,2026-04-01T05:45:09.312276+00:00,512087790,17,2026-04-01T05:05:16+00:00,137,17119.0,owner:512087790,uid_expansions/uid_expansion_20250923_20260401_122745/videolist_part_1.csv,uid_expansions,0
BV1PZ95BEEFi,,,,author_expand,owner:19752961,2026-04-01T06:14:09.516998+00:00,2026-04-01T06:14:09.516998+00:00,19752961,199,2026-04-01T05:05:12+00:00,121,698.0,owner:19752961,uid_expansions/uid_expansion_20250923_20260401_122745/videolist_part_1.csv,uid_expansions,0
BV19V9VBbEiK,,,,author_expand,owner:652239032,2026-04-01T05:17:06.693729+00:00,2026-04-01T05:17:06.693729+00:00,652239032,184,2026-04-01T05:05:00+00:00,89,1997.0,owner:652239032,uid_expansions/uid_expansion_20250923_20260401_122745/videolist_part_1.csv,uid_expansions,0
BV1yZ95BEEFh,,,,author_expand,owner:21131684,2026-04-01T05:37:14.602942+00:00,2026-04-01T05:37:14.602942+00:00,21131684,230,2026-04-01T04:56:32+00:00,34,1059.0,owner:21131684,uid_expansions/uid_expansion_20250923_20260401_122745/videolist_part_1.csv,uid_expansions,0
BV1fT9LB3E5Q,,,,author_expand,owner:387439634,2026-04-01T06:15:33.213677+00:00,2026-04-01T06:15:33.213677+00:00,387439634,207,2026-04-01T04:54:43+00:00,937,276.0,owner:387439634,uid_expansions/uid_expansion_20250923_20260401_122745/videolist_part_1.csv,uid_expansions,0
BV1fN9LBkEMA,,,,author_expand,owner:1868652536,2026-04-01T06:32:15.003637+00:00,2026-04-01T06:32:15.003637+00:00,1868652536,184,2026-04-01T04:36:18+00:00,238,295.0,owner:1868652536,uid_expansions/uid_expansion_20250923_20260401_122745/videolist_part_1.csv,uid_expansions,0
BV11q9LBDE5z,,,,author_expand,owner:4351252,2026-04-01T06:06:14.057211+00:00,2026-04-01T06:06:14.057211+00:00,4351252,205,2026-04-01T04:32:36+00:00,40,50.0,owner:4351252,uid_expansions/uid_expansion_20250923_20260401_122745/videolist_part_1.csv,uid_expansions,0
BV1yz9LBJEpz,,,,author_expand,owner:3546716594768370,2026-04-01T06:04:16.911125+00:00,2026-04-01T06:04:16.911125+00:00,3546716594768370,201,2026-04-01T04:27:55+00:00,27,144.0,owner:3546716594768370,uid_expansions/uid_expansion_20250923_20260401_122745/videolist_part_1.csv,uid_expansions,0
BV1kz9LBJEJF,,,,author_expand,owner:1868652536,2026-04-01T06:32:15.003637+00:00,2026-04-01T06:32:15.003637+00:00,1868652536,124,2026-04-01T04:27:09+00:00,184,22.0,owner:1868652536,uid_expansions/uid_expansion_20250923_20260401_122745/videolist_part_1.csv,uid_expansions,0
BV1Ni9LBpERT,,,,author_expand,owner:3546716030634151,2026-04-01T06:11:52.426084+00:00,2026-04-01T06:11:52.426084+00:00,3546716030634151,182,2026-04-01T04:24:54+00:00,270,36.0,owner:3546716030634151,uid_expansions/uid_expansion_20250923_20260401_122745/videolist_part_1.csv,uid_expansions,0
