bvid,board_rid,board_name,board_rank,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs,source_csv_path,source_group,_source_priority
BV1Uw9cBEE9C,,,,hot,hot:pn=16:ps=20,2026-04-02T15:36:48.627522+00:00,2026-04-02T15:36:48.627522+00:00,27899754,95,2026-04-02T12:01:15+00:00,1241,47669.0,hot:pn=16:ps=20,full_site_floorings/daily_hot-20260402_233648.csv,full_site_floorings,1001
BV1Qo9FBQEgH,,,,hot,hot:pn=3:ps=20,2026-04-02T15:36:48.627522+00:00,2026-04-02T15:36:48.627522+00:00,3494376565115651,121,2026-04-02T12:01:10+00:00,131,739493.0,hot:pn=3:ps=20,full_site_floorings/daily_hot-20260402_233648.csv,full_site_floorings,1001
BV1js9cBeEmy,,,,hot,hot:pn=5:ps=20,2026-04-02T15:36:48.627522+00:00,2026-04-02T15:36:48.627522+00:00,3670216,137,2026-04-02T12:00:00+00:00,3255,338697.0,hot:pn=5:ps=20,full_site_floorings/daily_hot-20260402_233648.csv,full_site_floorings,1001
BV1Qo9FBQEPa,1001.0,影视,42.0,rankboard,rankboard:rid=1001:rank=42,2026-04-02T15:38:16.115660+00:00,,927587,182,2026-04-02T11:57:23+00:00,1776,165436.0,"rankboard:rid=1001:rank=42,https://www.bilibili.com/v/popular/rank/cinephile",full_site_floorings/rankboard-20260402_233802.csv,full_site_floorings,1000
BV1Zk9FBwEwj,,,,hot,hot:pn=11:ps=20,2026-04-02T15:36:48.627522+00:00,2026-04-02T15:36:48.627522+00:00,25876945,95,2026-04-02T11:48:08+00:00,1930,304668.0,hot:pn=11:ps=20,full_site_floorings/daily_hot-20260402_233648.csv,full_site_floorings,1001
BV1669FBeEH7,,,,hot,hot:pn=16:ps=20,2026-04-02T15:36:48.627522+00:00,2026-04-02T15:36:48.627522+00:00,64116958,17,2026-04-02T11:37:49+00:00,246,56212.0,hot:pn=16:ps=20,full_site_floorings/daily_hot-20260402_233648.csv,full_site_floorings,1001
BV1v4XfBWEuD,1003.0,音乐,31.0,rankboard,rankboard:rid=1003:rank=31,2026-04-02T15:38:11.933578+00:00,,23340150,28,2026-04-02T11:00:00+00:00,266,154780.0,"rankboard:rid=1003:rank=31,https://www.bilibili.com/v/popular/rank/music",full_site_floorings/rankboard-20260402_233802.csv,full_site_floorings,1000
BV1uVXZB5Eqw,1004.0,舞蹈,38.0,rankboard,rankboard:rid=1004:rank=38,2026-04-02T15:38:13.874550+00:00,,3670216,137,2026-04-02T11:00:00+00:00,3267,194340.0,"rankboard:rid=1004:rank=38,https://www.bilibili.com/v/popular/rank/dance",full_site_floorings/rankboard-20260402_233802.csv,full_site_floorings,1000
BV1cm97BXEen,,,,hot,hot:pn=13:ps=20,2026-04-02T15:36:48.627522+00:00,2026-04-02T15:36:48.627522+00:00,25073738,182,2026-04-02T11:00:00+00:00,624,33104.0,hot:pn=13:ps=20,full_site_floorings/daily_hot-20260402_233648.csv,full_site_floorings,1001
BV1PG9cBkE2B,,,,hot,hot:pn=16:ps=20,2026-04-02T15:36:48.627522+00:00,2026-04-02T15:36:48.627522+00:00,3546586890111682,130,2026-04-02T11:00:00+00:00,1545,55854.0,hot:pn=16:ps=20,full_site_floorings/daily_hot-20260402_233648.csv,full_site_floorings,1001
