bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
BV12kDvBMEAN,author_expand,owner:7584632,2026-04-08T08:35:00.400938+00:00,2026-04-08T08:35:00.400938+00:00,7584632,37,2026-04-08T02:30:40+00:00,2078,3630.0,owner:7584632
BV15PDeBjEQp,author_expand,owner:7584632,2026-04-08T08:35:00.400938+00:00,2026-04-08T08:35:00.400938+00:00,7584632,180,2026-04-08T02:00:02+00:00,1323,3028.0,owner:7584632
BV1RvPZzEEu4,author_expand,owner:7584632,2026-04-08T08:35:00.400938+00:00,2026-04-08T08:35:00.400938+00:00,7584632,180,2026-04-07T11:00:02+00:00,1215,28514.0,owner:7584632
BV11qA8znEPg,author_expand,owner:7584632,2026-04-08T08:35:00.400938+00:00,2026-04-08T08:35:00.400938+00:00,7584632,180,2026-04-07T10:31:02+00:00,2607,14743.0,owner:7584632
BV1sqA8znEpC,author_expand,owner:7584632,2026-04-08T08:35:00.400938+00:00,2026-04-08T08:35:00.400938+00:00,7584632,180,2026-04-07T10:30:00+00:00,2608,16098.0,owner:7584632
BV1H3DvB8Ebd,author_expand,owner:20165629,2026-04-08T08:35:25.047768+00:00,2026-04-08T08:35:25.047768+00:00,20165629,232,2026-04-07T10:29:24+00:00,19,1994107.0,owner:20165629
BV1eYDjBaEpx,author_expand,owner:10330740,2026-04-08T08:38:24.203389+00:00,2026-04-08T08:38:24.203389+00:00,10330740,124,2026-04-08T07:29:27+00:00,6017,3737.0,owner:10330740
BV1eYDjBaEZm,author_expand,owner:10330740,2026-04-08T08:38:24.203389+00:00,2026-04-08T08:38:24.203389+00:00,10330740,124,2026-04-08T07:26:11+00:00,74,34174.0,owner:10330740
BV1fxDzBvEPy,author_expand,owner:10330740,2026-04-08T08:38:24.203389+00:00,2026-04-08T08:38:24.203389+00:00,10330740,124,2026-04-08T02:17:48+00:00,28,26695.0,owner:10330740
BV1ciDiBAEXD,author_expand,owner:10330740,2026-04-08T08:38:24.203389+00:00,2026-04-08T08:38:24.203389+00:00,10330740,124,2026-04-07T14:38:52+00:00,7539,10094.0,owner:10330740
