bvid,has_stat_snapshot,has_comment_snapshot
BV1JJXKBEEne,True,True
BV1JJXKBEEpa,True,True
BV1JJXKBJEbo,True,True
BV1JJXLBgE4q,True,True
BV1JJXLBgE9N,True,True
BV1JJXLBgESB,True,True
BV1JKX8BLEK2,True,True
BV1JKX8BLELd,True,True
BV1JKX8BLEjb,True,True
BV1JLQuBREYL,True,True
BV1JLXPBVEH4,True,True
BV1JLXPBVERj,True,True
BV1JLXVBNECa,True,True
BV1JM97BJE9Y,True,True
BV1JM9LBrENn,True,True
BV1JMXCBHEQ5,True,True
BV1JMXaBQE8W,True,True
BV1JMXaBQEQF,True,True
BV1JMXeB8EQt,True,True
BV1JMXeB8EUT,True,True
BV1JND7B6E6F,True,True
BV1JNXrB1ETF,True,True
BV1JP9PByEZh,True,True
BV1JPD7B3E3X,True,True
BV1JPDKBkEuf,True,True
BV1JPX8B2E6Q,True,True
BV1JPX8B2EDg,True,True
BV1JPX8B2EJR,True,True
BV1JPX8B2EX3,True,True
BV1JPX8B2Eew,True,True
BV1JPX8B2Eh7,True,True
BV1JPXTBEE3L,True,True
BV1JPXTBEELt,True,True
BV1JPXTBEEc5,True,True
BV1JPXTBEEth,True,True
BV1JRDYBpE2k,True,True
BV1JRSSBYE7P,True,True
BV1JRXoB4E95,True,True
BV1JSDMBUEeo,True,True
BV1JSDMBUEpm,True,True
BV1JSDMBUErh,True,True
BV1JSDMBUEvA,True,True
BV1JTD7BuEAV,True,True
BV1JTDMBEErL,True,True
BV1JTSoBUEJg,True,True
BV1JTXaBpETZ,True,True
BV1JTXrB5EKv,True,True
BV1JTXrB5Ece,True,True
BV1JU9PByEAP,True,True
BV1JU9PByEAX,True,True
BV1JUD6BzEtA,True,True
BV1JUDMBJEQo,True,True
BV1JUDMBJEbg,True,True
BV1JUDkB7E9w,True,True
BV1JVSfBpExd,True,True
BV1JVXVBiEAU,True,True
BV1JWDtBME4o,True,True
BV1JWXKB1EFt,True,True
BV1JWXKB1EFu,True,True
BV1JWXMBWEJT,True,True
BV1JWXMBWEMr,True,True
BV1JWXMBWENk,True,True
BV1JWXMBWEYb,True,True
BV1JWXMBWEqb,True,True
BV1JWXMBWExQ,True,True
BV1JWwRzVEzQ,True,True
BV1JX9MBtECc,True,True
BV1JX9MBtEQx,True,True
BV1JXDgBsEsG,True,True
BV1JYDaBmEFj,True,True
BV1JYDaBmEKx,True,True
BV1JYDaBmEcz,True,True
BV1JYDeBxEHJ,True,True
BV1JYQKB1ENz,True,True
BV1JYSUBfE3t,True,True
BV1JYXdBXE4b,True,True
BV1JZXfBAEsK,True,True
BV1JZwDzYEws,True,True
BV1JaQKBjEU7,True,True
BV1JaXGBeEcr,True,True
BV1Jb9EB9Eqc,True,True
BV1JbQBBBEz1,True,True
BV1JbSZBpEVZ,True,True
BV1JbSZBpEZF,True,True
BV1JbXgBZE2j,True,True
BV1JbXgBZESH,True,True
BV1JbXyBdEvw,True,True
BV1JcQcBAEor,True,True
BV1JcX8BUEDQ,True,True
BV1JcX8BUEot,True,True
BV1JcXNBkEEU,True,True
BV1JcXTBnEEA,True,True
BV1JcXTBnEjk,True,True
BV1JcXjBGE6T,True,True
BV1Jd9MBxE9k,True,True
BV1JdDGBcECQ,True,True
BV1Je9EBnE3i,True,True
BV1JeD3B4EJ5,True,True
BV1JeDeBRE8h,True,True
BV1JeDeBREVz,True,True
