bvid,has_stat_snapshot,has_comment_snapshot
BV1ACQABGEGq,True,True
BV1AEDEBDEqJ,True,True
BV1AFQABrEwN,True,True
BV1AGQuBoE5u,True,True
BV1AGQuBoEhD,False,True
BV1AHDEBUE3G,True,True
BV1AMDvBaEEh,True,True
BV1AMQTBQE7e,True,True
BV1AQXLBEE4A,True,True
BV1AQXmBBEg6,True,True
BV1ARDxBuEc4,True,True
BV1AUDWBvEF3,True,True
BV1AVDZBtEnW,True,True
BV1AVXLB5E7E,True,True
BV1AVXLB5E7n,True,True
BV1AXDxB6ECp,True,True
BV1AYDsBvEYZ,True,True
BV1AYDsBvEg7,True,True
BV1AZQFBNEV5,True,True
BV1AZQFBNEnw,True,True
BV1Ac9LBjEgA,True,True
BV1AcQNBUEjD,True,True
BV1AfDrBQEDe,True,True
BV1AfDtB5Egc,True,True
BV1AgDZB8E87,True,True
BV1AiDLBrErL,True,True
BV1AjDjB5EQZ,True,True
BV1AkSoBREsW,True,True
BV1AoDtB1EXU,True,True
BV1ArDJB9EWb,True,True
BV1AvDLBGEyX,True,True
BV1B1D4BPE6s,True,True
BV1B1DfBWEj1,True,True
BV1B1QcBwEfb,True,True
BV1B2D4BYEDA,True,True
BV1B2QcBhEGo,True,True
BV1B2QcBhETL,True,True
BV1B2QcBhEaW,True,True
BV1B3DMByEDP,True,True
BV1B3DkBCES8,True,True
BV1B6XjByEkA,True,True
BV1B8QwBwEM2,True,True
BV1BBDsBcEZo,True,True
BV1BCD4BvEyE,True,True
BV1BCDfBREqa,True,True
BV1BDD6BME9t,True,True
BV1BJDWBsE9W,True,True
BV1BJXsBcEK8,True,True
BV1BPDfBpEmz,True,True
BV1BPX8B2EDX,True,True
BV1BQDMB7EKV,True,True
BV1BRQNBrEcB,True,True
BV1BRX1BoETr,True,True
BV1BS9LBkEBh,True,True
BV1BTD7BuEeV,True,True
BV1BUQcBFE7h,True,True
BV1BUQcBFE7x,True,True
BV1BUQcBFEUr,True,True
BV1BWDxB8Ee7,True,True
BV1BWDxB8Emm,True,True
BV1BWDxB8EoS,True,True
BV1BXDkByEqX,True,True
BV1BXQABNEV5,True,True
BV1BYDaBmE6y,True,True
BV1BYDaBmELa,True,True
BV1BZDYBJErp,True,True
BV1BaDnBUEhP,True,True
BV1BbDjBNE7F,True,True
BV1BdQTBUERT,True,True
BV1BeAJzkEug,True,True
BV1BkDfBxEKQ,True,True
BV1BkDsBtEbs,True,True
BV1BnDZBQET8,True,True
BV1BnDxBaEou,True,True
BV1BnXLBzESN,True,True
BV1BoDHBJEzP,True,True
BV1BpDZBnEL4,True,True
BV1BpDxBcEsz,True,True
BV1BsDxBfELs,True,True
BV1BtQwBYE3o,True,True
BV1BvDpBsE4S,True,True
BV1BvDpBsExg,True,True
BV1BzDeBHEvf,True,True
BV1BzDpBQEP8,True,True
BV1C1XVBCEVu,True,True
BV1C3SQB6EC8,True,True
BV1C5DjByEnM,True,True
BV1C6QABVEU1,True,True
BV1C6XCBbEhV,True,True
BV1C7DEBnESb,True,True
BV1C7DjBCEA2,True,True
BV1C7QwBgE8o,True,True
BV1C7QwBgEKq,True,True
BV1C8DsBiENw,True,True
BV1C8DsBiEgW,True,True
BV1CDDZBwEd3,True,True
BV1CEQwBzEdo,True,True
BV1CHQPBLE4s,True,True
BV1CKDHBxESM,True,True
BV1CLQwBrEjZ,True,True
