bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
BV16zSXBgEb6,author_expand,owner:50329118,2026-04-06T08:55:37.689995+00:00,2026-04-06T08:55:37.689995+00:00,50329118,171,2026-04-05T15:46:45+00:00,1394,56978.0,owner:50329118
BV16zSXBgEbA,author_expand,owner:50329118,2026-04-06T08:55:37.689995+00:00,2026-04-06T08:55:37.689995+00:00,50329118,171,2026-04-05T15:45:04+00:00,182,14923.0,owner:50329118
BV1qrSDBcESh,author_expand,owner:50329118,2026-04-06T08:55:37.689995+00:00,2026-04-06T08:55:37.689995+00:00,50329118,171,2026-04-05T13:09:42+00:00,6920,570051.0,owner:50329118
BV1DuSUB5Ej7,author_expand,owner:50329118,2026-04-06T08:55:37.689995+00:00,2026-04-06T08:55:37.689995+00:00,50329118,171,2026-04-05T10:01:56+00:00,11309,446332.0,owner:50329118
BV1Q2DuBzEcY,author_expand,owner:50329118,2026-04-06T08:55:37.689995+00:00,2026-04-06T08:55:37.689995+00:00,50329118,171,2026-04-04T14:16:05+00:00,1397,53717.0,owner:50329118
BV1gUDuBuEwM,author_expand,owner:50329118,2026-04-06T08:55:37.689995+00:00,2026-04-06T08:55:37.689995+00:00,50329118,171,2026-04-04T14:05:13+00:00,178,11459.0,owner:50329118
BV1mdDuBYEFS,author_expand,owner:50329118,2026-04-06T08:55:37.689995+00:00,2026-04-06T08:55:37.689995+00:00,50329118,171,2026-04-04T12:19:39+00:00,6937,50479.0,owner:50329118
BV1cpDTBEEjq,author_expand,owner:50329118,2026-04-06T08:55:37.689995+00:00,2026-04-06T08:55:37.689995+00:00,50329118,171,2026-04-04T10:20:52+00:00,6943,225716.0,owner:50329118
BV1vjDMB3E6c,author_expand,owner:50329118,2026-04-06T08:55:37.689995+00:00,2026-04-06T08:55:37.689995+00:00,50329118,171,2026-04-04T08:08:19+00:00,8720,555726.0,owner:50329118
BV1FRSSBYEYK,author_expand,owner:257776093,2026-04-06T08:56:25.289086+00:00,2026-04-06T08:56:25.289086+00:00,257776093,21,2026-04-05T15:05:23+00:00,16,3253.0,owner:257776093
BV1AWDuBxECr,author_expand,owner:257776093,2026-04-06T08:56:25.289086+00:00,2026-04-06T08:56:25.289086+00:00,257776093,21,2026-04-04T15:11:16+00:00,7,2332.0,owner:257776093
BV1FhDuBQEdW,author_expand,owner:257776093,2026-04-06T08:56:25.289086+00:00,2026-04-06T08:56:25.289086+00:00,257776093,21,2026-04-04T13:27:34+00:00,11,4977.0,owner:257776093
BV1EoSSBwEmB,author_expand,owner:502966208,2026-04-06T08:56:34.030161+00:00,2026-04-06T08:56:34.030161+00:00,502966208,218,2026-04-06T01:05:00+00:00,45,19273.0,owner:502966208
BV12sDPBJEYs,author_expand,owner:502966208,2026-04-06T08:56:34.030161+00:00,2026-04-06T08:56:34.030161+00:00,502966208,218,2026-04-04T01:30:49+00:00,56,46832.0,owner:502966208
BV1hBD5BnEEn,author_expand,owner:512087790,2026-04-06T08:56:55.089836+00:00,2026-04-06T08:56:55.089836+00:00,512087790,17,2026-04-05T03:40:18+00:00,38,198143.0,owner:512087790
BV16G9MBRESr,author_expand,owner:512087790,2026-04-06T08:56:55.089836+00:00,2026-04-06T08:56:55.089836+00:00,512087790,17,2026-04-04T02:00:00+00:00,31,1045209.0,owner:512087790
BV1RiDTBBEmr,author_expand,owner:2147413451,2026-04-06T08:57:51.043113+00:00,2026-04-06T08:57:51.043113+00:00,2147413451,218,2026-04-04T10:51:38+00:00,44,65111.0,owner:2147413451
BV1szSoBoExa,author_expand,owner:3494368824527377,2026-04-06T08:57:53.117436+00:00,2026-04-06T08:57:53.117436+00:00,3494368824527377,171,2026-04-06T07:34:05+00:00,380,640.0,owner:3494368824527377
BV14GSdBxE7N,author_expand,owner:3494368824527377,2026-04-06T08:57:53.117436+00:00,2026-04-06T08:57:53.117436+00:00,3494368824527377,171,2026-04-06T03:55:51+00:00,470,7071.0,owner:3494368824527377
BV1CXDGBAEPC,author_expand,owner:3494368824527377,2026-04-06T08:57:53.117436+00:00,2026-04-06T08:57:53.117436+00:00,3494368824527377,171,2026-04-04T22:35:50+00:00,315,8991.0,owner:3494368824527377
BV1NEDuBfE4g,author_expand,owner:3494368824527377,2026-04-06T08:57:53.117436+00:00,2026-04-06T08:57:53.117436+00:00,3494368824527377,171,2026-04-04T15:11:08+00:00,770,84914.0,owner:3494368824527377
BV1YpDMBTELw,author_expand,owner:3494368824527377,2026-04-06T08:57:53.117436+00:00,2026-04-06T08:57:53.117436+00:00,3494368824527377,171,2026-04-04T07:57:42+00:00,135,280.0,owner:3494368824527377
BV1A9DABrEfc,author_expand,owner:3494368824527377,2026-04-06T08:57:53.117436+00:00,2026-04-06T08:57:53.117436+00:00,3494368824527377,171,2026-04-04T02:55:52+00:00,179,7673.0,owner:3494368824527377
