bvid,has_stat_snapshot,has_comment_snapshot
BV1LDDLBwEJn,True,True
BV1LH9JBEEqi,True,True
BV1LHDHBLEUh,True,True
BV1LHDHBLEfT,True,True
BV1LHXVBcEa8,True,True
BV1LJSfBEEVa,True,True
BV1LNSDBdEjy,True,True
BV1LQDLBhErG,True,True
BV1LQDfBnEHf,True,True
BV1LRD6BvEsF,True,True
BV1LTDsBpEWw,True,True
BV1LUDLBYE5t,True,True
BV1LUDfBpEgv,True,True
BV1LXD7BBESG,True,True
BV1LXQcBtEW6,True,True
BV1LYXMB7Ews,True,True
BV1LcDpBUEit,True,True
BV1LdD7BiEbS,True,True
BV1LeDzBcEa6,True,True
BV1LgDLBbE95,True,True
BV1LgX8BkETY,True,True
BV1LhXMBUEmw,True,True
BV1LhXMBUEtW,True,True
BV1LiDrBqE4Y,True,True
BV1LkDaBrEVi,True,True
BV1LkDeBJE6u,True,True
BV1LkDeBJEX2,True,True
BV1LmDiB9ES4,True,True
BV1LoD6BPEqf,True,True
BV1LpDHByET6,True,True
BV1Lt9gBpEGq,True,True
BV1LtDxBoEGL,True,True
BV1LtQFBREvH,True,True
BV1LuDLBFEHc,True,True
BV1LwDeBmEuP,True,True
BV1LxDWBnELT,True,True
BV1LxDWBnEci,True,True
BV1LxDZBEEu6,True,True
BV1LxXLBKEwy,True,True
BV1LzDaBCEjQ,True,True
BV1M1QFBVE84,True,True
BV1M2QwBnEfh,True,True
BV1M3DrB9ETX,True,True
BV1M4DLBmEFc,True,True
BV1M9DaBPEwA,True,True
BV1M9DaBPEwH,True,True
BV1M9XGBJEmF,True,True
BV1MADZBNEbw,True,True
BV1MADqBCE1s,True,True
BV1MBDWBGEmZ,True,True
BV1MCQFByEWc,True,True
BV1MCQFByEya,True,True
BV1MGDnBYEhA,True,True
BV1MJDsB5EBo,True,True
BV1MLSZBAEG7,True,True
BV1MMDEBtEfH,True,True
BV1MMQwB7EGq,True,True
BV1MMQwB7EdD,True,True
BV1MNDqBGEEH,True,True
BV1MNDqBGEJL,True,True
BV1MQSZBqEbd,True,True
BV1MSDrBZEQp,True,True
BV1MSQwBEEkD,True,True
BV1MTDzBUExu,True,True
BV1MXDrBdE14,True,True
BV1MZDeBuE6Y,True,True
BV1MZXGB2EtC,True,True
BV1McDvBMEHv,True,True
BV1MdDeB6Eep,True,True
BV1MfX5B9Epe,True,True
BV1MkDxB7EkY,True,True
BV1MmDtBQEZg,True,True
BV1MmDzBHEuV,True,True
BV1MmSdBaEaA,True,True
BV1MpDLBnEt7,True,True
BV1MqDdBAEx5,True,True
BV1MrDZBMEQW,True,True
BV1MrDZBMEbK,True,True
BV1MsD4BUE57,True,True
BV1MvDdBeEDC,True,True
BV1MxDLBEE3q,True,True
BV1MzDZBzEQy,True,True
BV1MzDvB3EDz,True,True
BV1N1DcBuEEP,True,True
BV1N1DcBuEMG,True,True
BV1N3DjBmEc8,True,True
BV1N3DqBME5W,True,True
BV1N3DqBMEsB,True,True
BV1N4DsBzEpC,True,True
BV1N5DEBWE4j,True,True
BV1N5DrBQErW,True,True
BV1N5DrBQErs,True,True
BV1N7DEBHEHp,True,True
BV1N9QwB1EJM,True,True
BV1N9QwB1EZN,True,True
BV1N9QwB1EhM,True,True
BV1NAXVBVEzE,True,True
BV1NCDHBcETi,True,True
BV1NDDZBwELZ,True,True
BV1NFDYBFE1Y,True,True
